Place,BAU 2010,BAU 2050,EVs,50MPG,LowCarbonElectricity,HeatingElectrificationNew,HeatingElectrificationExisting,EnergyEfficiencyNew,EnergyEfficiencyExisting,ZeroCarbonFuels,AirTravelEfficiency,CommercialEfficiency,WasteandWaterEfficiency,IndustrialEfficiency,AgriculturalEfficiency,VMT,AirTravel,EnergyConsumption,GoodsConsumption,FoodConsumption,WasteConsumption,WaterConsumption
AMERICAN CANYON,371160.6866852267,411861.55926041835,0.12164305566688327,0.12164305566688327,0.11128436309398704,0.05819239950118871,0.05819239950118871,0.056917290524091224,0.06830074862890934,0.07298583340012987,0.010726433180360262,0.07519340358798454,0.007020448848316652,0.10888783399360069,0.08937902108232876,0.053435066290842714,0.014301910907146942,0.045533832419273224,0.04971366054904702,0.025691466866489154,0.0011501644690107282,0.004115172167226788
ANAHEIM,5883938.246788609,6541405.893085681,0.11450609565762371,0.11450609565762371,0.10203848702111873,0.047088087663251676,0.047088087663251676,0.04905366558690538,0.058864398704285836,0.06870365739457351,0.00985942761552272,0.07505851711652178,0.008540530192516327,0.11235216619970423,0.10971186410921929,0.05029995981789859,0.013145903487363775,0.03924293246952437,0.05290553472042081,0.03153603822959228,0.001361491915459978,0.005043905728927545
ANDERSON,629701.7689514636,788269.0132373048,0.10890024842893098,0.10890024842893098,0.11463656691668045,0.09028059631552998,0.09028059631552998,0.07379943988693516,0.0885593278643223,0.06534014905735863,0.006984044513521082,0.06240192228031949,0.0067312467185037805,0.10251277025636918,0.09095725772246166,0.047837436851509096,0.009312059351360924,0.05903955190954813,0.046747019239255394,0.026145259201286297,0.0009213359925670517,0.0041270990463107005
ANGELS CAMP,421565.00900985196,517417.54212661163,0.10597266510402048,0.10597266510402048,0.11415212939428421,0.10712470836965549,0.10712470836965549,0.0821003865333989,0.09852046384007862,0.06358359906241229,0.007871669345488552,0.06398320895254539,0.005790170272225392,0.09976226501511987,0.07743383738150078,0.046551415153181286,0.010495559127318255,0.06568030922671908,0.04528449306784532,0.022257992610771882,0.0008205088165803565,0.0035221188875887988
ANGELUS OAKS,34016.444576242924,287674.1446422073,0.10211718285223825,0.10211718285223825,0.10446678033361978,0.1133312609090974,0.1133312609090974,0.08278232553795384,0.0993387906455443,0.061270309711343174,0.007388032100886344,0.06252745354931422,0.0067688888785754076,0.09830637843850043,0.08103367793671523,0.04485778826607545,0.009850709467848162,0.06622586043036294,0.04528757099206171,0.02329277998214241,0.0014041019398940424,0.003672564719037763
ANGWIN,92107.86301459538,151446.17476967518,0.11776265952084719,0.11776265952084719,0.10525603048164711,0.06609462592387949,0.06609462592387949,0.05936132058235155,0.0712335846988219,0.0706575957125084,0.011351645699334889,0.08125935533536388,0.006456087018631429,0.11333076258131392,0.07843449450183315,0.05173049528872986,0.015135527599113185,0.047489056465881196,0.05298557024295836,0.022545783222648885,0.0013434689807562128,0.00349859628321747
ANTELOPE,733521.1267017168,829291.0684424272,0.11124740287727175,0.11124740287727175,0.11849079806004237,0.04822105162021606,0.04822105162021606,0.053733225325118594,0.06447987039014236,0.06674844172636307,0.00985426189556704,0.07503000434565044,0.008078705304540579,0.11317203299805156,0.10488020296687584,0.04886848916151887,0.013139015860756054,0.04298658026009494,0.052638264838287485,0.030147119385662835,0.0011993400149752365,0.004859688963430364
ANTIOCH,1683849.3199902556,2530807.9314454906,0.11704822480400057,0.11704822480400057,0.1195077282682313,0.05046564666549502,0.05046564666549502,0.05510975539980545,0.0661317064797664,0.07022893488240023,0.010010836934368772,0.07469594084442388,0.007724366664293214,0.11192484153458981,0.09735721360121385,0.0514166601400986,0.01334778257915803,0.04408780431984416,0.05140517374805398,0.02798481424261634,0.0013387937494190316,0.004454481248800768
APPLE VALLEY,1440278.7912579502,2240319.3945600623,0.1071928323961292,0.1071928323961292,0.11643217448105425,0.08328522613644751,0.08328522613644751,0.07075065668848712,0.08490078802618461,0.06431569943767768,0.007261905416349301,0.061889473928463445,0.007867661748145238,0.10152093516381022,0.09851852519077164,0.04708740728016525,0.009682540555132513,0.056600525350789965,0.046156705205925075,0.028318605971770272,0.0013838080265701214,0.004516938284538585
APPLEGATE,100275.82080676657,135823.68046605017,0.1019001677924245,0.1019001677924245,0.11743438998400701,0.1136638445682423,0.1136638445682423,0.08619051978012293,0.10342862373614747,0.06114010067545472,0.008453816985662277,0.06480958462247599,0.005857436421148887,0.09818785339608893,0.07389082025451388,0.044762458417250794,0.011271755980883147,0.06895241582409817,0.044401712320346065,0.02123965668234229,0.001070817138270952,0.003322260177590519
APTOS,813628.6805888239,993476.9364451787,0.11325417614666677,0.11325417614666677,0.10450104124487547,0.06990729177559363,0.06990729177559363,0.06107890619901557,0.07329468743881884,0.06795250568800004,0.011633454265570942,0.08244576749221222,0.006522431495127545,0.11346673996828349,0.07763862200573568,0.0497500196532753,0.015511272354094219,0.04886312495921241,0.053419620201808904,0.022316925231953277,0.001390509022476949,0.003501314598868932
ARBUCKLE,173871.3081418737,254699.57326714095,0.11663112510785001,0.11663112510785001,0.11630536912686829,0.06188118686821509,0.06188118686821509,0.06001693571582456,0.07202032285898952,0.06997867506471012,0.008908882519197414,0.07012140496642572,0.007500462724327361,0.1086955666657734,0.09618711648630052,0.05123343759778831,0.011878510025596367,0.048013548572659714,0.04973427801135,0.027648433633969627,0.0012056874259481765,0.004419659617297511
ARCADIA,1677104.4885723786,1809846.5271225558,0.10926019415232235,0.10926019415232235,0.10228655053260649,0.06272145070205459,0.06272145070205459,0.05693236298417892,0.06831883558101415,0.06555611649139303,0.010999978806404798,0.07976746654068878,0.0073414984822922635,0.11266881174088839,0.09244992006262698,0.04799555293536717,0.01466663840853999,0.045545890387343024,0.053392140339404204,0.026574322614320356,0.0013132687730489367,0.0041928550886697336
ARCATA,277487.1088907921,276773.327658986,0.10641559981402238,0.10641559981402238,0.10738136595447167,0.06994631203354917,0.06994631203354917,0.06181849750539259,0.0741821970064711,0.06384935988841345,0.006739227826593974,0.06644538192894356,0.008730298745127762,0.10969355392794522,0.10263590499853381,0.04674598643768013,0.008985637102125299,0.04945479800431407,0.051690264511761064,0.02950237838122749,0.0019542542431927323,0.004593469815653006
ARMONA,72672.94632036783,87043.87570579138,0.11240495245451321,0.11240495245451321,0.11308618059304965,0.05850597189625728,0.05850597189625728,0.057524531096390996,0.06902943731566913,0.06744297147270806,0.007158511264549361,0.06229829128829245,0.008918388941837163,0.10492542450921705,0.1174777212982282,0.04937697473067637,0.009544681686065704,0.04601962487711275,0.04805039370334718,0.033768191680809356,0.0012450025407971799,0.005443789165580526
ARNOLD,383890.75331799313,740193.8012008381,0.10178939792043651,0.10178939792043651,0.10648947111959406,0.11507610330185758,0.11507610330185758,0.08416041943082742,0.10099250331699294,0.06107363875226213,0.007974854122179797,0.0643210151383633,0.005628303341659646,0.09836156767798843,0.07630289955653591,0.04471379969669964,0.010633138829573174,0.067328335544662,0.04519353494502787,0.021933056270899698,0.0008151729865094604,0.003406054519734969
AROMAS,178866.95851889608,219766.4105527904,0.12488463830585628,0.12488463830585628,0.10717859267379892,0.07370821925772153,0.07370821925772153,0.0636487577973105,0.07637850935677248,0.07493078298351363,0.008996559643753566,0.06701509149814922,0.007057178793566821,0.10279578615031104,0.08886556224363462,0.05485902084584093,0.011995412858338161,0.050919006237848286,0.046144641850479395,0.025543991168980207,0.0012521008517473176,0.004040783243427604
ARROYO GRANDE,822318.9996548343,845103.3874700092,0.11186387590939229,0.11186387590939229,0.11304051520684932,0.06328666974558539,0.06328666974558539,0.05990346367450494,0.07188415640940571,0.06711832554563524,0.009789618048209325,0.07582946561678527,0.007329229600366971,0.11232144611895545,0.08931810885195213,0.04913929193901634,0.013052824064278878,0.047922770939604176,0.0524037616076094,0.025674116969509386,0.001454711279098353,0.00404221092117707
ARTESIA,382870.21918652556,406858.3207868898,0.11873545639163063,0.11873545639163063,0.10223697002032783,0.047529839500873194,0.047529839500873194,0.04932416225551872,0.0591889947066222,0.07124127383497814,0.009777625681039348,0.07401892345875549,0.008258093637905306,0.1111855485772334,0.10761246063003893,0.052157823137350845,0.013036834241385908,0.03945932980441491,0.051894491353883354,0.030932762902184496,0.001328278165867891,0.004865292062561144
ARVIN,541159.60530234,3317502.179086637,0.10687167056561786,0.10687167056561786,0.10990121249703333,0.09679013423625338,0.09679013423625338,0.07587037024238508,0.09104444429086211,0.06412300233937085,0.006643068792691276,0.059056380419235,0.007660995063919596,0.09845494422687129,0.0945261432958493,0.04694632809065169,0.008857425056921886,0.06069629619390793,0.04475429834721112,0.02717101123502408,0.0014089358955533537,0.004336810402386204
ATASCADERO,741434.721360592,787723.9195842496,0.11546600707256649,0.11546600707256649,0.10814622255341177,0.0706382780711089,0.0706382780711089,0.062355694673907114,0.07482683360868869,0.06927960424353985,0.00991085560677707,0.07525525472293704,0.006918946244066193,0.11036350330155709,0.08374012146049503,0.05072162737474872,0.013214474142369315,0.04988455573912587,0.05125802588720341,0.0240707221027453,0.0013880903966804192,0.003801119286369392
ATHERTON,437969.4384173341,607492.2912606962,0.07653514988715704,0.07653514988715704,0.11255640818377821,0.11215345851790504,0.11215345851790504,0.08421583130489707,0.10105899756587666,0.04592108993229416,0.01577859558154371,0.09525828029854655,0.004274115999399641,0.11111291240603072,0.052157601903935924,0.03362017490747071,0.021038127442058352,0.0673726650439177,0.053926488861268385,0.014992451943272478,0.000830708470648367,0.00237487852890117
ATWATER,858891.7338501309,1087834.6805112727,0.11671286401412362,0.11671286401412362,0.11863549447092547,0.0595862296077484,0.0595862296077484,0.059451988421605706,0.07134238610592658,0.07002771840847433,0.00754553131530078,0.06347416046436971,0.00827548486525198,0.10528689458194951,0.1078478772087259,0.05126934366617286,0.010060708420401188,0.04756159073728461,0.04760672046728054,0.031000162673474163,0.0012116186024515585,0.004994995046487927
AUBERRY,285662.57375225925,3656278.4872612297,0.10153428671287035,0.10153428671287035,0.10712478518639568,0.12492226769574533,0.12492226769574533,0.08924233014447147,0.10709079617336581,0.060920572027722275,0.00819103550111977,0.0632535738735458,0.005693562500174498,0.09547823821994739,0.07146450641555302,0.044601735064542014,0.01092138066815962,0.07139386411557735,0.04342896412665054,0.020542233069294258,0.001062200131782376,0.0032079717433485255
AUBURN,1240301.406866952,1861429.4147512077,0.10054608979700785,0.10054608979700785,0.12130016300761093,0.09242230403007412,0.09242230403007412,0.07653619276694013,0.0918434313203279,0.060327653878205045,0.009608519320953968,0.07243712843432648,0.006250746440955801,0.10614830464830716,0.07839359247359068,0.044167642321491174,0.012811359094604957,0.0612289542135519,0.04900096052323544,0.022533948096756906,0.0011571397901624092,0.0035309200405544416
AVALON,48970.034746569916,6519221.350914478,0.08200539892912262,0.08200539892912262,0.10301513136455254,0.0271314872749987,0.0271314872749987,0.03931952647863746,0.0471834317743649,0.049203239357473616,0.01820621061461969,0.11967826381734359,0.007053020396634357,0.1421274055394729,0.08489448824778523,0.03602313263146373,0.024274947486159548,0.0314556211829099,0.07266067859385028,0.024402689300988212,0.0015022928690777704,0.003787472428398053
AVENAL,132381.66723379272,143656.0315482783,0.11022238014285457,0.11022238014285457,0.10988416476982277,0.058849031720647704,0.058849031720647704,0.0568955570527796,0.06827466846333552,0.06613342808571265,0.004578134981917503,0.050200793746663086,0.01027362806424792,0.09792528953365431,0.135193614604191,0.04841821966226201,0.006104179975889967,0.04551644564222379,0.04431548068785596,0.03886015404100329,0.0012844146783514976,0.006420806369834442
AZUSA,768094.0315182984,4126577.292262668,0.10531911231333657,0.10531911231333657,0.10285143004935271,0.07452083630682926,0.07452083630682926,0.06297327566575273,0.07556793079890356,0.06319146738800185,0.011005409433794466,0.08028712492019441,0.00690330172714404,0.11220399025767314,0.08603518922066111,0.04626432406932679,0.01467387924505914,0.050378620532602225,0.053353175846894696,0.02473061029200807,0.001352178793972092,0.003825297501386049
BAKERSFIELD,7818293.609243893,8544222.331560286,0.11231580635864935,0.11231580635864935,0.11209140784091542,0.055654664739169246,0.055654664739169246,0.05585018432981326,0.06702022119577622,0.0673894838151895,0.008888753865909371,0.07134085164104453,0.008414626671644054,0.11073083666494843,0.1047831519437602,0.04933781485002431,0.011851671821213605,0.04468014746385085,0.05152244377281179,0.03011919218754988,0.0014423198034345663,0.004868650200298474
BALDWIN PARK,1110301.151652795,1176185.0265988992,0.12623504192285173,0.12623504192285173,0.10523312426512832,0.03375916532267287,0.03375916532267287,0.04318786372761885,0.051825436473142084,0.0757410251537115,0.007327944193555758,0.06168606871404303,0.009883869729164108,0.10566935685603718,0.13224754590612242,0.05545222286956497,0.009770592258074196,0.034550290982094944,0.0479907665507443,0.03801374125907431,0.0013118263440700106,0.006101075952803625
BALLICO,98229.45080204119,485003.34400793596,0.1084957790870339,0.1084957790870339,0.11741905943966569,0.09236314160853498,0.09236314160853498,0.07553633566418394,0.09064360279702066,0.06509746745222023,0.006858715563059503,0.05902830935859782,0.00747095618649718,0.09873415205363989,0.09451027808044044,0.04765976254056414,0.009144954084079115,0.06042906853134722,0.04434705702111852,0.027166241445200856,0.0011747067323572002,0.004428510407515462
BANNING,624894.2734164485,1593609.070052408,0.10509123575815604,0.10509123575815604,0.10806778849601162,0.08396478388172601,0.08396478388172601,0.06899933906486588,0.08279920687783937,0.06305474145489343,0.008582420558501891,0.07075448990137301,0.007370129919320512,0.107795946302923,0.0884941888333508,0.04616422300917611,0.011443227411335855,0.05519947125189273,0.050514902877859647,0.02543728625797015,0.0015234037477028783,0.004004193691787394
BARD,32126.665127554254,168474.9478667646,0.10122025173501548,0.10122025173501548,0.1489440906809193,0.02460535866464253,0.02460535866464253,0.04953870200255117,0.059446442403061406,0.060732151041009264,0.006449331436618078,0.06854291238633159,0.010385295149304974,0.12025716694824928,0.12439460709915284,0.044463786541567796,0.0085991085821574,0.03963096160204116,0.055935540666350425,0.035756369640323915,0.0020092230729706895,0.005779748289008069
BARSTOW,536990.0120855626,750518.9433814132,0.10787060536450854,0.10787060536450854,0.10556917110278596,0.07692302645906579,0.07692302645906579,0.06485380600522928,0.0778245672062754,0.06472236321870517,0.007557064316432105,0.06529954954682082,0.008302769783271713,0.10510103848472574,0.10264345815585563,0.047385137744900274,0.010076085755242548,0.0518830448041836,0.04890255824963796,0.029504232863812763,0.0014935172503326433,0.004733560087120892
BASS LAKE,179490.76384031045,739956.551478753,0.1009404348898475,0.1009404348898475,0.11645548475964496,0.11500098581628126,0.11500098581628126,0.0866143640980519,0.10393723691766232,0.06056426093390843,0.006116642431701513,0.057081744729757466,0.006705729023257945,0.0960549155845446,0.08377394392307413,0.04434086927687986,0.008155523242268425,0.06929149127844147,0.04335385185963936,0.02408058477453856,0.0012886764689363783,0.0037406202985073023
BEALE AFB,20359.39970453037,558710.8233800996,0.12324289005439215,0.12324289005439215,0.12984579526897444,0.016234842703936714,0.016234842703936714,0.04057887016921202,0.04869464420305436,0.07394573403263527,0.007807256603813539,0.07270957965207436,0.00917196843104684,0.12091895569844702,0.11436144628704425,0.054137837658120636,0.0104096754717512,0.032463096135369685,0.05585580445859095,0.03287254550221541,0.0016265517102858063,0.005252424612999462
BEAUMONT,890498.7265460058,1176265.4328563595,0.10927433375338758,0.10927433375338758,0.11582298430058013,0.07703528357581657,0.07703528357581657,0.06747338786305324,0.08096806543566382,0.06556460025203259,0.009363948349794815,0.07074282035200818,0.007142193338072755,0.10621263571657036,0.0885125462815286,0.04800176414500901,0.012485264466392865,0.05397871029044243,0.04876813982744421,0.025442395399108753,0.0012776373003076102,0.004079007703246873
BELDEN,59312.64384895176,41360.921459671335,0.09149743340106331,0.09149743340106331,0.1113575611389731,0.1320123993544735,0.1320123993544735,0.09384558996198,0.112614707954376,0.05489846004063803,0.006105711900944,0.058477985159058776,0.005885220004432146,0.09598220176578798,0.07677017610428316,0.04019277049909609,0.008140949201259073,0.075076471969584,0.04428214755495674,0.022067296237476497,0.0009528515916136238,0.0034610634117104855
BELL,986827.3932472677,1020043.0339365737,0.11268246579806984,0.11268246579806984,0.10889585796225099,0.02187716821666985,0.02187716821666985,0.038162548598897894,0.045795058318677584,0.06760947947884166,0.006342313453557846,0.06185525018454552,0.011516897948688487,0.11059534364749102,0.15009488397149628,0.04949888011876613,0.0084564179380765,0.030530038879118093,0.05174473000959878,0.04314360519287874,0.0016058548615869306,0.007031818599928741
BELLFLOWER,1063093.6278191407,1105525.118489012,0.11351569933327021,0.11351569933327021,0.10575845489866997,0.04032573967499775,0.04032573967499775,0.04660248356216623,0.05592298027459941,0.0681094195999622,0.00839913863447439,0.07126069851422923,0.009430315081000784,0.11342495662844676,0.11896538951760005,0.04986490092402385,0.011198851512632668,0.03728198684973294,0.053466028834374235,0.03419584438533774,0.0015742849448739937,0.0054984513658763445
BELMONT,698590.4225786065,817727.891140843,0.09692670753024057,0.09692670753024057,0.09668466669834352,0.05642089356065594,0.05642089356065594,0.05238161345491388,0.06285793614589663,0.0581560245181445,0.015464199535536571,0.10224478539913961,0.006380863560736749,0.12628279267391462,0.07611892965086764,0.04257772886283695,0.02061893271404891,0.041905290763931125,0.06257888580472948,0.02188006194325831,0.0013380699871772261,0.003447577683375447
BELVEDERE TIBURON,433239.67932963313,449055.1523728573,0.0830817555298129,0.0830817555298129,0.1078095911113306,0.0582237656881327,0.0582237656881327,0.056064280621899276,0.06727713674627878,0.04984905331788769,0.01734412300981214,0.11102422352277397,0.00583321700362871,0.1311736549578698,0.06799846772289697,0.03649595194692057,0.023125497346416224,0.04485142449751911,0.06574314253713975,0.01954586657365176,0.001293717190247956,0.003081195562473993
BEN LOMOND,416101.62414788274,513827.524660136,0.1178786515622372,0.1178786515622372,0.10255533448358822,0.07653269809448382,0.07653269809448382,0.06390518266813905,0.07668621920176688,0.07072719093734225,0.011459352398836664,0.08048027119874879,0.006085953898725682,0.11087224512356064,0.07199441857720479,0.051781447991183005,0.015279136531782256,0.051124146134511106,0.05165439918621717,0.020694543146006272,0.00132767520542465,0.0032367902186196673
BENICIA,848649.0393547019,1058040.3660061653,0.11844695454690257,0.11844695454690257,0.1107088229179437,0.053053888697284446,0.053053888697284446,0.054204150078128066,0.0650449800937537,0.07106817272814159,0.012184218795001533,0.0847120821221875,0.006657666675414897,0.11652207821373262,0.0812464425985232,0.05203109074713308,0.016245625060002156,0.04336332006250243,0.05449337520577091,0.02335388473800648,0.0012874192830779618,0.0037058307234829613
BERKELEY,1722239.6838342876,2272390.747716892,0.07890807347708118,0.07890807347708118,0.09833572665861823,0.061664584642601605,0.061664584642601605,0.055416223985955027,0.06649946878314672,0.04734484408624917,0.012822783105496227,0.09599220147618037,0.007871061954743852,0.12643073633073643,0.09308627918586243,0.0346625470234585,0.017097044140661488,0.04433297918876422,0.06396794518559501,0.02675745107643923,0.001774274125812103,0.004129022340245925
