Place,BAU 2010,BAU 2050,EVs,50MPG,LowCarbonElectricity,HeatingElectrificationNew,HeatingElectrificationExisting,EnergyEfficiencyNew,EnergyEfficiencyExisting,ZeroCarbonFuels,AirTravelEfficiency,CommercialEfficiency,WasteandWaterEfficiency,IndustrialEfficiency,AgriculturalEfficiency,VMT,AirTravel,EnergyConsumption,GoodsConsumption,FoodConsumption,WasteConsumption,WaterConsumption
CARNELIAN BAY,32332.13244147793,58761.113830423594,0.11912270634476518,0.11912270634476518,0.09842406004321147,0.0505233090359094,0.0505233090359094,0.04986766952875754,0.05984120343450905,0.07147362380685929,0.011095040694115155,0.08273929833450688,0.007104957631279607,0.11729056742367305,0.08990445607468267,0.0523279333569886,0.01479338759215354,0.039894135623006144,0.05569710490315827,0.02584272529939391,0.0012887790037864333,0.004039939219673383
CARPINTERIA,336790.7337766114,382091.52372469055,0.11315057801554895,0.11315057801554895,0.1050427728627269,0.05020913562773366,0.05020913562773366,0.051365261029548415,0.0616383132354581,0.06789034680932926,0.011600785068722863,0.08562126594257169,0.00724791293445004,0.1195176961676202,0.08782845933659034,0.04970451131764919,0.01546771342496378,0.041092208823638954,0.05703735445784297,0.025245983195550048,0.0014875109224005145,0.00394842377843696
CARSON,929179.5442250216,990967.3484410314,0.11697313292411249,0.11697313292411249,0.10111592027275562,0.059926594918332854,0.059926594918332854,0.05524227752735522,0.06629073303282618,0.07018387975446738,0.009475005740452458,0.07051076878426266,0.008051229540915639,0.10656371292212163,0.10614506999025419,0.0513836739613337,0.012633340987270092,0.044193822021884155,0.049322106938858745,0.03051090184067684,0.0012105172090735028,0.004827904946613448
CARUTHERS,311702.23130274366,843667.3238536757,0.10922300940378471,0.10922300940378471,0.11085657561899631,0.08842006714929529,0.08842006714929529,0.07192417747939694,0.08630901297527616,0.06553380564227085,0.005691327204273011,0.05254684663633735,0.008509656763321494,0.09457515847010212,0.11198484780684281,0.04797921850926912,0.007588436272363941,0.05753934198351729,0.04225179047864458,0.032189160171989584,0.0011305535674605016,0.005251689005030591
CASMALIA,146689.97659075726,331333.62382247305,0.11786771293748821,0.11786771293748821,0.1121081663208684,0.059908166441931865,0.059908166441931865,0.057981124801183115,0.0695773497614196,0.07072062776249277,0.008772202883578828,0.0687721400183281,0.007965592025218737,0.10739040623337726,0.10048370506060067,0.05177664289864903,0.0116962705114384,0.0463848998409464,0.04912340313867958,0.028883397870333893,0.001328227372754065,0.004645966646159905
CASPAR,113223.66851573277,118942.80617611318,0.09559283039260735,0.09559283039260735,0.1154348837952408,0.10307022471261673,0.10307022471261673,0.08039383330511829,0.09647259996614221,0.05735569823556441,0.008239944483856454,0.06924884470534609,0.006853573243260858,0.10522096342852738,0.07874738091566613,0.04199178655086089,0.010986592645142124,0.06431506664409481,0.04920586394474569,0.022635806761693744,0.0016652238022581978,0.0034749561301874454
CASTAIC,202650.46559443034,906246.8075337217,0.11727430945472328,0.11727430945472328,0.11122498268129544,0.061276389221469385,0.061276389221469385,0.05844444028105844,0.07013332833727004,0.07036458567283388,0.012347867809326285,0.08216904856347562,0.006374261647122514,0.11196068604558596,0.0810109505502854,0.05151597405680741,0.01646382374576838,0.04675555222484651,0.05179760453200466,0.023286115194856793,0.0010509486092548093,0.003729747626087132
CASTELLA,29903.797168258483,127588.3852660573,0.1087423285196849,0.1087423285196849,0.11895270032782179,0.10312030333264999,0.10312030333264999,0.0812983267482803,0.09755799209793647,0.0652453971118111,0.006235430336885894,0.05882228254827426,0.006124542289239532,0.09924359739378474,0.08246895226231687,0.04776806617701468,0.008313907115847785,0.06503866139862446,0.044561227872258136,0.023705529754595056,0.0009380514367895998,0.003655355280140049
CASTRO VALLEY,1126998.712481667,2464932.252551077,0.10490094299891584,0.10490094299891584,0.10586900345397998,0.0631232239230507,0.0631232239230507,0.05802886282502029,0.06963463539002435,0.06294056579934926,0.013572350694150637,0.09120101686753868,0.006334887121335342,0.11858742331117944,0.07712582087499065,0.04608063166769838,0.01809646759220107,0.04642309026001612,0.056921321388555435,0.022169478327085712,0.0012534784491192719,0.0034976868918822346
CASTROVILLE,151353.99639215766,161465.19797579863,0.13505626163213724,0.13505626163213724,0.10291969504846665,0.044721928619143037,0.044721928619143037,0.04809088807168793,0.05770906568602574,0.0810337569792825,0.007448353529145413,0.06056955098752492,0.008966641626714456,0.10274026304749262,0.11717965106654205,0.05932718685618643,0.009931138038860476,0.038472710457350456,0.04573135987930321,0.033682554483349,0.0013131495445583008,0.005411831675477541
CATHEDRAL CITY,943331.4233678476,1141723.9516561946,0.10796968012178154,0.10796968012178154,0.11721863884068351,0.043621555413882795,0.043621555413882795,0.05111543741711244,0.06133852490053482,0.06478180807306899,0.009141249725982403,0.0765706936070093,0.008669568665800265,0.1176714125290218,0.10574223402611427,0.04742865906384175,0.012188332967976945,0.04089234993368984,0.05568106803553574,0.030395085140082267,0.001682268983144275,0.004819907516205979
CAYUCOS,52468.172512908655,102029.31725438283,0.1072624984214472,0.1072624984214472,0.11193032936004754,0.05500242998075533,0.05500242998075533,0.05548379733038944,0.06658055679646746,0.06435749905286825,0.011031322840588165,0.08562342853021065,0.007083796873940007,0.12100626266323022,0.08351229663827431,0.04711801000270199,0.014708430454117516,0.04438703786431153,0.057955907914678195,0.024005575633600063,0.001672460245562335,0.003640387409892587
CAZADERO,97717.50218369084,249380.76849220382,0.09430012602875182,0.09430012602875182,0.10719350860777166,0.11854857200668611,0.11854857200668611,0.08607266315528583,0.10328719578634316,0.05658007561725109,0.007966396977965418,0.06733524727252749,0.0064670369584690635,0.1017634396671987,0.07290081128685033,0.04142393051503224,0.01062186263728726,0.06885813052422884,0.047723672491190805,0.02095523259449039,0.0016389579311993918,0.0032113197876523225
CEDAR GLEN,128283.01179940937,275668.8288460286,0.113179191243033,0.113179191243033,0.10870102784621627,0.08331211262586902,0.08331211262586902,0.06883131327448866,0.08259757592938644,0.06790751474581969,0.008577230262527769,0.06740157435439487,0.007200290203843163,0.10386301488423078,0.0884410776044049,0.04971708046677992,0.01143630701670395,0.055065050619590994,0.04754204166218634,0.025421841267023404,0.0013196956275759453,0.004080522025306288
CEDARPINES PARK,81478.90468306531,175071.9810476586,0.11719561133236789,0.11719561133236789,0.11034458528494873,0.07659642574998726,0.07659642574998726,0.06588435919623081,0.07906123103547702,0.07031736679942069,0.007786746717391657,0.063674520933793,0.007633592665951872,0.10253144565976413,0.09602808388841078,0.05148140373660315,0.010382328956522135,0.052707487356984495,0.046397067687589,0.02760276366127401,0.0013318347898545468,0.00439335970960919
CEDARVILLE,26937.264382522357,25547.054398737324,0.10102233045210351,0.10102233045210351,0.12220009752304573,0.11863310094500068,0.11863310094500068,0.08986657485326177,0.10783988982391413,0.06061339827126211,0.005576858610804147,0.057002298411929386,0.005876802870866227,0.09783816474260465,0.07591797247287801,0.04437684416072396,0.0074358114810723075,0.07189325988260942,0.044093857156490834,0.021822366262234216,0.000999404108752655,0.0034081980443970705
CERES,820653.1968155986,1238663.0938819638,0.12085522662049364,0.12085522662049364,0.12080523826068545,0.05414603568752763,0.05414603568752763,0.057274327408935566,0.06872919289072232,0.07251313597229614,0.006977114568199383,0.06113427185762188,0.00853305766758028,0.10496429705775956,0.11129459761396565,0.05308899065924255,0.00930281942426614,0.04581946192714803,0.047016014779695525,0.031990885084493326,0.0012386791602051472,0.005161114090480701
CERRITOS,799444.8226193155,872444.9421768792,0.1153613245277394,0.1153613245277394,0.1027684814286548,0.0572820889599317,0.0572820889599317,0.05433316483712969,0.06519979780455543,0.06921679471664366,0.011752957003856701,0.08137980946570844,0.0070737168781410675,0.1128655105315709,0.09093642878289288,0.05067564268050018,0.01567060933847564,0.04346653186970362,0.05301574164751999,0.02613927034957042,0.0011783985661684149,0.0041268890924373025
CHATSWORTH,750350.8976683035,1007638.8279700283,0.11201001102666286,0.11201001102666286,0.11175295819151432,0.045514435964036815,0.045514435964036815,0.050695457529897014,0.060834549035876484,0.06720600661599763,0.01251569146326692,0.0878464471056547,0.007053663892306217,0.11996035098845703,0.08777174067774096,0.04920348581869105,0.016687588617689264,0.04055636602391777,0.056941051411376176,0.025229664501365767,0.0013377033687166362,0.003952544550513193
CHESTER,41626.433944938166,7674.18828151892,0.1315890153096616,0.1315890153096616,0.0910406702841382,0.11376151444067717,0.11376151444067717,0.07964092479137297,0.09556910974964727,0.07895340918579752,0.006319839969199603,0.03897595648831953,0.007725839856284056,0.0728725160392425,0.1110879748131981,0.05780410330593977,0.00842645329226499,0.06371273983309911,0.0287950853723975,0.031930394110065485,0.0001579676390325302,0.005636412253181122
CHICO,2047979.9130884926,2166006.874161586,0.11123017524426637,0.11123017524426637,0.11563064338396845,0.060751523824664866,0.060751523824664866,0.059283422758324655,0.07114010730998943,0.06673810514655976,0.008662790490496675,0.07285044599276524,0.007629973520082656,0.11285524658835866,0.09521755815819455,0.048860921448700134,0.01155038732066238,0.04742673820665988,0.0526660718751093,0.02736990623013502,0.0014208825450029439,0.0043015975950595475
CHILCOOT,43528.24707241787,56399.71359498099,0.1002252704260459,0.1002252704260459,0.11639679840922779,0.10432008364305723,0.10432008364305723,0.08125924142383545,0.09751108970860278,0.06013516225562743,0.0072199623122511936,0.06424719195957629,0.006158978843465945,0.10254830193081632,0.08161267603695888,0.04402671356677679,0.009626616416334888,0.06500739313906845,0.04726089376773179,0.023459281457880454,0.0009517542493219233,0.0036674798832775357
CHINO,1698514.7898055927,1748904.07601898,0.12610181684593158,0.12610181684593158,0.10874231533935397,0.056355008389444405,0.056355008389444405,0.055363083029560944,0.06643569963547291,0.07566109010755906,0.009585728424146733,0.07062622212064718,0.007446356101027063,0.10716319097465521,0.09570280993877889,0.05539370008108513,0.01278097123219546,0.044290466423648756,0.048567493882254564,0.027509237200272096,0.0011938480069199064,0.00439091906885003
CHINO HILLS,1353473.1993001178,1410850.0408562254,0.12421596007878488,0.12421596007878488,0.10280894829816023,0.06189341782611335,0.06189341782611335,0.05664894598759673,0.06797873518511632,0.07452957604727084,0.01134514413726695,0.07779523049314274,0.006633332122383595,0.10942562450692983,0.08457335921619713,0.054565285496996796,0.015126858849689007,0.045319156790077475,0.05033407560892811,0.024310136987124364,0.0010938784981587846,0.003881120593628995
CHOWCHILLA,376702.90565387293,1129751.5229584156,0.11587829403706873,0.11587829403706873,0.12122110355511717,0.07681805981615353,0.07681805981615353,0.06871430579685589,0.08245716695622718,0.06952697642224126,0.006721139352042882,0.058275240404419004,0.007730489823476683,0.09981479142527461,0.10035643365034586,0.05090273579198046,0.008961519136056917,0.05497144463748471,0.04425370294578135,0.02884683723705883,0.001167812201342544,0.0046300551662646905
CHULA VISTA,3822903.517237518,4133634.443005939,0.11628273804295863,0.11628273804295863,0.11179113893854986,0.043525794010770946,0.043525794010770946,0.04971068174002247,0.05965281808802736,0.06976964282577525,0.00996114530414105,0.07573673115689972,0.00827393333131865,0.1136993350304707,0.1048248876100083,0.0510803989733859,0.013281527072187549,0.03976854539201857,0.0529961376198298,0.03013128271103871,0.0013762870329853127,0.004829162965504841
CITRUS HEIGHTS,1586764.9198159943,1767517.7532294802,0.10770459977987168,0.10770459977987168,0.12105865096476531,0.041895338250165004,0.041895338250165004,0.05121233186627405,0.061454798239528485,0.06462275986792332,0.00992550412999027,0.08009959124176824,0.00806726669784763,0.11991212023230247,0.10120776097943252,0.047312215214541986,0.013234005506653657,0.04096986549301862,0.05677857011652998,0.02909171501120722,0.001455700954110184,0.004594749069275261
CLAREMONT,909904.9015163179,1109452.24668983,0.10181054715420201,0.10181054715420201,0.10893602417492643,0.0684075434361997,0.0684075434361997,0.06143777776183157,0.07372533331419795,0.06108632829252114,0.012674586580860181,0.08693414605375505,0.006556851528590535,0.11584473157662234,0.08079975298907516,0.044723090080783234,0.01689944877448024,0.04915022220946519,0.05534911609616222,0.023225503016305327,0.0012396759815588299,0.0036779626648840713
CLARKSBURG,168015.82110792195,389971.5859978604,0.10569476644026432,0.10569476644026432,0.11738631560402157,0.06920234036300688,0.06920234036300688,0.06394774908250878,0.07673729889901071,0.06341685986415868,0.011276895214636817,0.0812402916943391,0.0065339307587628515,0.11391471720853708,0.08194186251325819,0.04642934050256886,0.015035860286182201,0.051158199266006954,0.05346819953930171,0.02355378639413741,0.001165841389962674,0.003734606679109409
CLAYTON,475693.56967898505,996348.9375074387,0.10118711030666394,0.10118711030666394,0.11949219617545481,0.0630098361534388,0.0630098361534388,0.06137796712058308,0.07365356054469985,0.060712266183998054,0.014264529916506619,0.09318368881816042,0.00586122922030885,0.11929337078194846,0.07104730430771966,0.04444922825534858,0.019019373222008862,0.04910237369646642,0.0567564344293382,0.020422210159867338,0.0011627372445599526,0.003233184670671463
CLEARLAKE,312002.99371446256,411568.0078178491,0.10730365195183467,0.10730365195183467,0.11748976932643396,0.07422878416138201,0.07422878416138201,0.06648683441229941,0.07978420129475927,0.06438219117110078,0.005660549590055464,0.062447637098742015,0.008293367645100358,0.1086977846090057,0.10038570124276824,0.04713608782565948,0.007547399453407211,0.05318946752983955,0.05046795958762307,0.028855461375494218,0.0016818987810232056,0.004538126952801869
CLEARLAKE OAKS,52209.28788568005,108954.91500238169,0.11124269075441673,0.11124269075441673,0.12407270854855457,0.07511688179598586,0.07511688179598586,0.0685766180351316,0.08229194164215792,0.06674561445264993,0.005499162680408509,0.05834596888560184,0.0080212963681775,0.10408124356215576,0.10110692299071611,0.04886641923162627,0.0073322169072111976,0.05486129442810539,0.04702606386088404,0.029062916132674865,0.0015081331323697489,0.004507839143763515
CLOVERDALE,182215.73610189586,348482.1045513522,0.1176211338798262,0.1176211338798262,0.10896654966613295,0.06340836970384889,0.06340836970384889,0.05894582226845757,0.07073498672214917,0.07057268032789588,0.009762467031633637,0.0749737369433342,0.0073952608579979096,0.11136049226483702,0.08848526939625811,0.0516683262485953,0.013016622708844738,0.04715665781476608,0.05166453544354477,0.025434659241656554,0.0015147795276693188,0.00403166611582928
CLOVIS,2452551.237578935,2705612.2172383107,0.11308608111246055,0.11308608111246055,0.1254414848133386,0.04608895951511671,0.04608895951511671,0.05440485096089276,0.06528582115307169,0.06785164866747628,0.010874648602939185,0.0800068597320911,0.0072928919620209864,0.11646158841218957,0.09283803882440211,0.049676179274581234,0.014499531470586136,0.04352388076871461,0.05401537523398259,0.026685748073102422,0.001198415867208702,0.0042712531043075375
COACHELLA,394239.46974128584,509704.4760682348,0.12122551928047165,0.12122551928047165,0.12668085377468508,0.03844381150923637,0.03844381150923637,0.05089211919828951,0.061070543037947345,0.07273531156828272,0.00507053600838514,0.0520000018356328,0.010476745198843451,0.10181042701284382,0.13666434873456323,0.05325165192029424,0.006760714677846669,0.04071369535863145,0.04484042208991845,0.03928301937877188,0.001418281987687009,0.006439276911445302
COALINGA,513998.028784118,2159291.72211353,0.1105281113027039,0.1105281113027039,0.10467322469908091,0.0787393575962656,0.0787393575962656,0.06553798497290309,0.07864558196748372,0.06631686678162241,0.008464316736595423,0.06758344494649815,0.007799862066792174,0.10456740814492971,0.0962592582425077,0.048552520504214214,0.011285755648793638,0.052430387978322446,0.04840381558891338,0.02766923977261948,0.0014575540543502186,0.0043923424957441615
COARSEGOLD,253542.89762289613,377489.7191111562,0.09798451885178816,0.09798451885178816,0.11604210615938237,0.13340577577878465,0.13340577577878465,0.09571341442923786,0.1148560973150855,0.05879071131107283,0.006134188301042287,0.053574428576370625,0.0062148625206462915,0.08980995656370427,0.07825836198030267,0.043042401653077156,0.008178917734723123,0.07657073154339045,0.03983240153931622,0.022494996996008654,0.0011009347083512644,0.0035602121821333155
COBB,222306.22607296862,310621.21183698723,0.11226810382824348,0.11226810382824348,0.11306599283891905,0.09242180900678165,0.09242180900678165,0.07447740271312042,0.08937288325574466,0.06736086229694604,0.008026296566982394,0.06509542258199641,0.006585313308757446,0.10201276361698908,0.08247358407610084,0.04931686019823156,0.010701728755976636,0.059581922170496515,0.04625233723504052,0.02370665786336401,0.0011937001366417732,0.003745284844926311
COLFAX,153703.97409562086,245543.337934473,0.10279494200468076,0.10279494200468076,0.10771120599643091,0.11627853533600163,0.11627853533600163,0.08506706916710849,0.10208048300053019,0.06167696520280841,0.008124809993609317,0.06378441391145229,0.006071839561406334,0.0973038508412124,0.0766975853969536,0.045155512661779085,0.010833079991479089,0.06805365533368679,0.044407349481808245,0.02204644670120337,0.0011033214686749782,0.0034505582023796055
COLTON,1255008.507642018,1413323.946541746,0.11786357386008284,0.11786357386008284,0.10476677646090882,0.055841902887339145,0.055841902887339145,0.05411264555889639,0.06493517467067589,0.07071814431604972,0.008121425794261339,0.0663120679963749,0.008737948765451531,0.10660610665357884,0.1123584605897876,0.05177482469477146,0.010828567725681859,0.043290116447117555,0.04912856541086452,0.032296742371779374,0.0013681760718892155,0.005185285502199544
COLUSA,85048.03420285074,154665.1837364308,0.11169874263049384,0.11169874263049384,0.11855375528950596,0.08176246232052031,0.08176246232052031,0.07051966998263659,0.08462360397916424,0.06701924557829653,0.0073309823013800735,0.06444167287714786,0.007255797009380838,0.10496937193628275,0.08903810894347353,0.04906675259300619,0.009774643068506728,0.05641573598610927,0.04777420831498591,0.025593470970732723,0.0013411654037174259,0.004100682353318175
COMPTON,1792102.2867251274,1929916.3947199208,0.11363388505780281,0.11363388505780281,0.10812417665537999,0.04114856127300026,0.04114856127300026,0.047605324800345294,0.05712638976041362,0.06818033103468146,0.007002704016089378,0.06177969039067599,0.010294704227851725,0.10633471260620453,0.13518845391351586,0.04991681726228403,0.009336938688119911,0.03808425984027608,0.04912580979295056,0.03885892705459015,0.0014136310315013834,0.006307397139386994
CONCORD,2545637.8093044665,3447594.3514680862,0.1097892718208292,0.1097892718208292,0.10558194096867246,0.052467584478401386,0.052467584478401386,0.05262927748136914,0.06315513297764253,0.06587356309249803,0.011246105046608834,0.08350839992650827,0.007577374654342384,0.11783079217783354,0.09226936606417313,0.04822796488962722,0.014994806728811705,0.04210342198509509,0.05624764976968366,0.02652242615425282,0.0014995941534294843,0.004183436837327692
COOL,260075.93277989098,330889.6790752209,0.10067068388667166,0.10067068388667166,0.11464117479536529,0.11518159425306018,0.11518159425306018,0.08625109082537152,0.10350130899044574,0.06040241033200289,0.008740163076348506,0.06569167310346158,0.005444509368733197,0.09810625531193162,0.07436841112161652,0.044222373710834706,0.011653550768464194,0.0690008726602972,0.04459558462069646,0.021376896977249316,0.0007213229619787986,0.003362059064571432
CORCORAN,442281.88381228276,907725.9500917803,0.10401746895276687,0.10401746895276687,0.11452971353893793,0.08420702345946696,0.08420702345946696,0.07073594011446804,0.08488312813736143,0.062410481371660054,0.005546588409615416,0.053752710913817614,0.008918107266761344,0.0972039077961463,0.11570274002078573,0.04569254133271472,0.007395451212820259,0.056588752091574324,0.0439881296709731,0.0332577648968202,0.0012298616551118524,0.005458718794959072
CORONA,3876326.5675264387,4298076.481475369,0.11722171956436434,0.11722171956436434,0.1128958149349758,0.07037322468848639,0.07037322468848639,0.06341056607798734,0.07609267929358454,0.07033303173861849,0.009920351982378173,0.0705910332359021,0.007037198263501354,0.10472612043645735,0.09037669128459525,0.05149287249739509,0.013227135976504933,0.05072845286239003,0.04746511384782537,0.025978186524798996,0.00109265264786651,0.004185246049758895
CORONA DEL MAR,824942.1753422173,1016930.0347816055,0.0941228435904985,0.0941228435904985,0.09616052838377542,0.06564545109961184,0.06564545109961184,0.05686285764574972,0.06823542917489989,0.05647370615429914,0.01731567867586925,0.10842401586096384,0.005321382639986494,0.12695683630191634,0.06354769867999388,0.041346054315784087,0.023087571567825815,0.04549028611659989,0.06312613704630832,0.018266529509252782,0.0011191623154880315,0.0028718746645018944
CORONADO,358493.02122284967,391794.5533581887,0.10138438821405105,0.10138438821405105,0.10468973371692236,0.05113730860809507,0.05113730860809507,0.051741087733278235,0.062089305279933504,0.060830632928430606,0.01401485515918921,0.0973936619212531,0.006699071879638141,0.12600290228691158,0.079204718318027,0.04453588801575303,0.018686473545585613,0.0413928701866223,0.06167867040998243,0.022767110994507234,0.0014600247053028204,0.003564279204425702
CORTE MADERA,116714.07197661056,123765.41644840913,0.09503551779625075,0.09503551779625075,0.10045472321711335,0.05567181957172351,0.05567181957172351,0.05294959059013993,0.06353950870816805,0.0570213106777504,0.015221280438987295,0.10195293878098954,0.006535361085658109,0.12705443572677133,0.07715216069300679,0.041746971626015594,0.020295040585316282,0.04235967247211203,0.06296123613304205,0.022177034330131296,0.0013959036068905695,0.0035056172073528735
COSTA MESA,2160792.2663243944,2366411.1023325967,0.10763164301707018,0.10763164301707018,0.10165630091537725,0.04802605752963096,0.04802605752963096,0.04942710399365968,0.059312524792391574,0.06457898581024213,0.011739536584088217,0.08702346233477753,0.007702245073023306,0.12084044931794535,0.09409076708033348,0.047280166944829616,0.015652715445451215,0.03954168319492768,0.058424185576726684,0.0270460052590481,0.0015218496250472002,0.004254834179719946
COTATI,168839.16269493452,208268.30196424876,0.11717874496999992,0.11717874496999992,0.11124163829910294,0.05933242264352756,0.05933242264352756,0.0574766208965396,0.06897194507584747,0.07030724698200008,0.010947135297102784,0.08107487171214711,0.006832147754639362,0.11535324698418103,0.08030004726835094,0.05147399472187353,0.014596180396137193,0.04598129671723161,0.053901388540822825,0.023081998784211466,0.0015279423832913475,0.003596168432688285
COTTONWOOD,286290.87578606734,301185.9264290823,0.10498122023495327,0.10498122023495327,0.11650669320167795,0.11055304456749404,0.11055304456749404,0.08440319558416642,0.10128383470099978,0.06298873214097189,0.007598032871878324,0.06157865605083157,0.006257571649526783,0.09734401236198031,0.07872966887208166,0.04611589565712859,0.010130710495838247,0.0675225564673333,0.04377254659298546,0.022630507566379632,0.001127249466269964,0.003565929270875401
COULTERVILLE,71447.28489585969,87869.67865051747,0.10511852335093064,0.10511852335093064,0.11189148845548991,0.11346762162072332,0.11346762162072332,0.08470668292423433,0.10164801950908098,0.06307111401055854,0.0071813985677816605,0.0615793211554414,0.005734814641563446,0.09820923797844483,0.07665228864648843,0.046176209836709226,0.009575198090375547,0.06776534633938736,0.044576648750246806,0.022033451781826252,0.0008638315627516047,0.00343727941842098
COURTLAND,73035.41418209327,1591164.7285039423,0.09922701061808159,0.09922701061808159,0.11774836238942765,0.08219284487358847,0.08219284487358847,0.07053351303415101,0.08464021564098123,0.059536206370849,0.008995445445191264,0.0700544157458417,0.007349920258305942,0.1061551986091046,0.09480781824345597,0.04358820042090439,0.011993927260254944,0.056426810427320784,0.049348519105420596,0.027252017128338357,0.0011803627443337517,0.004332077449395788
COVELO,47971.18296703921,85594.81494592864,0.09441425624457334,0.09441425624457334,0.113577790702169,0.1322337712253463,0.1322337712253463,0.09451133328821526,0.11341359994585831,0.056648553746744046,0.004355567033819341,0.04793600061548231,0.0076000686154343855,0.0886515381935481,0.09059191451892135,0.0414740653592679,0.005807422711759047,0.07560906663057221,0.03962190166429824,0.026040150091338976,0.0015570156525840373,0.004143035808991669
COVINA,1828589.240747005,2008827.7999616526,0.1145612029044234,0.1145612029044234,0.10371493468012594,0.06100703548819275,0.06100703548819275,0.05643225141412789,0.06771870169695315,0.0687367217426541,0.009864176056952223,0.07427980114358046,0.00774273848329643,0.1100366148515084,0.09813754673536412,0.05032416719553934,0.013152234742602631,0.04514580113130218,0.051402335567299784,0.028209138745257212,0.0013266700990570701,0.0044803837634146415
COYOTE,30196.867663098135,330250.95631857956,0.12635928452192313,0.12635928452192313,0.10766879894300185,0.06143681342126339,0.06143681342126339,0.057635606446382104,0.06916272773565846,0.07581557071315403,0.010670666477356483,0.07370809439597281,0.00685726629740302,0.10690711466439173,0.089138062010372,0.05550679985697382,0.014227555303141903,0.04610848515710564,0.048408595253785935,0.025622290698036343,0.0010768631189063127,0.00406608660414598
CRESCENT CITY,387831.8716696098,408762.4283508706,0.10758944898853029,0.10758944898853029,0.13579295379399037,0.0527104399958539,0.0527104399958539,0.060303458446424485,0.07236415013570952,0.06455366939311813,0.007657642228518724,0.06892212810062281,0.00860590039661957,0.1130634683776055,0.10202675989320809,0.04726163205436884,0.010210189638024891,0.04824276675713968,0.051885496743173776,0.029327098324835377,0.0018073848353746813,0.004647040462090191
CRESTLINE,109839.6600608871,113210.74074140983,0.11279419255132972,0.11279419255132972,0.09947981571092246,0.08602914416871743,0.08602914416871743,0.06788452601208939,0.08146143121450733,0.06767651553079801,0.007944021097424425,0.06746802801707552,0.007415834582081615,0.10533923328555816,0.08841647585139734,0.04954795917580079,0.010592028129899234,0.05430762080967133,0.049037575369554,0.025414858671964913,0.001521780696689512,0.004040095239871699
CRESTON,219993.3913286625,438452.00683795946,0.11234811544751622,0.11234811544751622,0.10914741819889218,0.09974350947203758,0.09974350947203758,0.07715860928574181,0.09259033114289017,0.06740886926850986,0.009370334073059428,0.0687744126211629,0.006016753224134752,0.10118461114540245,0.07376886527919757,0.049352007508174256,0.0124937787640792,0.06172688742859345,0.04592089193597915,0.021204552915694008,0.0011744986030184368,0.0033380663150825995
CROCKETT,157301.41741196872,236834.4286922877,0.10629426892521565,0.10629426892521565,0.10466329981086575,0.06197118945929114,0.06197118945929114,0.05715141968236204,0.06858170361883442,0.06377656135512955,0.011204092898085882,0.08349702696834271,0.0072757483153966795,0.11691561725856092,0.08713417971866566,0.04669268849928998,0.014938790530781065,0.04572113574588976,0.05599920305318451,0.025046367087570354,0.0015184757640711588,0.00393833547247624
CROWS LANDING,117188.59659908587,1927980.4564093836,0.11472237373817595,0.11472237373817595,0.12428950903267455,0.07717610627994398,0.07717610627994398,0.06966043039814063,0.08359251647776889,0.06883342424290562,0.0063114555607436396,0.05752066077977558,0.007815515136307849,0.10038409168810924,0.10092762701226132,0.05039496592826209,0.00841527408099163,0.05572834431851259,0.04451102229004489,0.02901110142404273,0.0012397338043044215,0.004621902547926382
CULVER CITY,595688.5108950397,718768.5988089731,0.10050846364757982,0.10050846364757982,0.09457387571147291,0.04529283196219147,0.04529283196219147,0.046289884908963796,0.05554786189075667,0.06030507818854791,0.013872275320265914,0.09915512696020157,0.007335993278106634,0.12889607810807835,0.08658843212555334,0.0441511139978813,0.01849636709368807,0.03703190792717104,0.06409740096285121,0.024889527432784164,0.0016030147989296584,0.0038989801596505114
CUPERTINO,934102.4430435809,1103690.5317278588,0.10650458743139524,0.10650458743139524,0.08807911702195559,0.04043720006676954,0.04043720006676954,0.04223837928887364,0.050686055146648146,0.06390275245883714,0.016814830266160485,0.10701356271366547,0.0064582393284986495,0.1291209245024848,0.07917800178715795,0.046785076702285044,0.02241977368821413,0.033790703431099134,0.06406680177544033,0.022759246352280216,0.001198921779131945,0.003644757717242375
CUTLER,249964.02752670064,371624.009388423,0.11190990739650142,0.11190990739650142,0.11786711767852343,0.06704904176347481,0.06704904176347481,0.06299130030136812,0.075589560361642,0.06714594443790078,0.0061024823225007685,0.05647233687838882,0.008971667059115118,0.10061160354220045,0.11777269848674787,0.04915951253896478,0.008136643096667173,0.0503930402410947,0.04525279899114998,0.03385286880048799,0.0012218100035384927,0.0055069402907981235
CYPRESS,1009923.0326765751,1134301.5830201432,0.1150640020930539,0.1150640020930539,0.10318026297877503,0.05610502742412071,0.05610502742412071,0.053847579456754224,0.06461709534810511,0.06903840125583216,0.011368575863968222,0.08072124280435067,0.007303629237962572,0.11355438923217043,0.09269308750439731,0.050545035602931665,0.01515810115195726,0.043078063565403,0.053443926729583646,0.02664417869433655,0.0012557124410935705,0.004222009487378164
DALY CITY,1699574.695545608,1799662.2715454372,0.10953935202020948,0.10953935202020948,0.09408194982884677,0.036091228599786196,0.036091228599786196,0.041566101757104956,0.0498793221085263,0.06572361121212578,0.011649291971324582,0.08492626327651487,0.008449904715813084,0.11889194514701629,0.10870499237630704,0.04811818072611407,0.01553238929509948,0.03325288140568394,0.057585223459345136,0.03124684845501635,0.0014411716769919813,0.004896256859867942
