Place,2010,2015,2020,2025,2030,2035,2040,2045,2050
COARSEGOLD,0,-7320.76386964487,-25371.60481151467,-44238.35098119275,-62644.517084853374,-82342.43063362484,-101875.35184756035,-121255.37773934077,-141515.5907318985
COBB,0,-4742.004016993204,-20274.815679475163,-36729.12918721,-51154.094409888916,-64895.841964376035,-75677.62777330079,-83721.97036805644,-89278.69496751825
COLFAX,0,-8949.458877169323,-17679.085294947232,-27215.713883916585,-37455.29673865705,-49212.03709581832,-61418.369345455256,-72652.35440462903,-83346.5063439002
COLTON,0,-105539.81000556517,-232367.81644794112,-383525.3019544652,-548228.97818247,-704902.8223230734,-837432.6347240631,-950819.253594405,-1055490.664182883
COLUSA,0,-13981.325680938899,-40566.84072717214,-63998.937525303874,-86011.4645034451,-105922.08009895241,-123229.4628409393,-136861.7859381262,-148334.82415590086
COMPTON,0,-88773.50308764027,-168211.45684456732,-241088.87097624736,-304309.32995677297,-357134.13662723475,-403157.0379197921,-437208.8285928052,-459311.70248490595
CONCORD,0,-993380.6251237814,-1991929.6873799388,-2990422.300667348,-3980193.4628895856,-5021611.077852889,-6047082.944669328,-7020459.349828061,-7984275.854350435
COOL,0,-10984.481684713828,-31222.175769260168,-51738.88349203137,-67075.11342812206,-80915.98492610418,-89217.18658128304,-89923.82680308784,-85467.46887854936
CORCORAN,0,-52363.95161768398,-121774.73421536939,-206811.8241016931,-299346.8540658825,-382688.8397783737,-458474.90542097285,-530817.6826514576,-601999.8340404083
CORONA,0,-80470.62553243665,-177172.7863768232,-292425.3720199426,-418006.44317525113,-537465.0593243307,-638514.6494978562,-724968.180955102,-804776.652327731
CORONA DEL MAR,0,-127995.99369827262,-214929.18321228644,-273667.70063199825,-326313.773663208,-372406.94138787326,-409118.2213298071,-429367.0010021528,-439357.2774955544
CORONADO,0,-19637.309755174963,-39164.00438857492,-55158.282517507396,-71106.99696046785,-85960.85916547525,-99434.82633190564,-112673.80846690656,-125309.50459141884
CORTE MADERA,0,2018.794385888119,2359.477394744783,2670.577015168892,3330.3581355129572,4440.154986834314,5686.576340652755,6701.414592216097,7404.830845553704
COSTA MESA,0,431793.37167739496,725062.7447790969,923217.2262911275,1100820.707031846,1256316.2823669026,1380162.0609001475,1448471.8074757215,1482174.4740311103
COTATI,0,-6518.943769880047,-15316.895427781768,-24182.329336723487,-32332.04762294193,-39723.171709780174,-46420.44259541639,-52532.526116680296,-58245.15384291031
COTTONWOOD,0,-1350.5894945887849,-3302.3347728856315,-5114.8277533775545,-6747.335746267694,-8009.768608769082,-8640.114387091657,-8965.368623048154,-9349.833003639855
COULTERVILLE,0,604.101110595413,-3213.250458131679,-7145.092986991913,-8801.323606018108,-9653.746868521179,-9435.002277544845,-8546.782946670704,-7524.642126602015
COURTLAND,0,-78067.49773131416,-191460.55809600893,-314873.06732484855,-445620.76414411026,-580744.8898217317,-708867.2807223777,-819734.093732273,-903285.6251526531
COVELO,0,-3837.8372006218924,-13737.492565439079,-25355.694558743853,-34265.85578941682,-40671.87135834282,-44834.67931557786,-48654.0762501695,-54846.622847159524
COVINA,0,709742.8726251103,1344850.6042930882,1927506.417958444,2432960.2437415924,2855296.126054146,3223250.740983295,3495496.9300916274,3672211.371227631
COYOTE,0,-22662.559536831926,-39961.78391120829,-59101.875735388385,-78765.49014184353,-98627.30586524213,-117650.99524691007,-134698.764431085,-150025.78747946117
CRESCENT CITY,0,25402.347279502486,-35023.792641948035,-98696.23932543665,-148649.23147354886,-172542.1605344953,-171462.31127155578,-161950.39884852333,-164114.378670073
CRESTLINE,0,-220.31632929352054,-535.065160124097,-932.3136441238166,-1357.2086300354422,-1762.9610957090335,-2119.2154545108497,-2428.2801594575067,-2727.3452961672665
CRESTON,0,-30947.462230983103,-91537.59993670954,-154382.98469986365,-192679.42658871834,-257612.87101198372,-259056.17472827848,-273477.8695545351,-283876.38579331816
CROCKETT,0,-22902.82084958325,-45924.83335442975,-68945.57624316777,-91765.40656517618,-115775.85427419143,-139418.6741773054,-161860.4155879129,-184081.75867168684
CROWS LANDING,0,-255264.27039307114,-641063.2379774336,-1054082.6938202274,-1457450.2609553214,-1827008.4659943231,-2191951.464749009,-2559178.7482285504,-2940332.054830613
CULVER CITY,0,212068.31326392991,401835.5948608129,575930.5264112032,726957.060717325,853148.9880507626,963092.0306828041,1044437.7188930165,1097238.9531366178
CUPERTINO,0,-78344.9758220797,-138148.38907436165,-204315.3377910324,-272290.0606158818,-340951.43207741575,-406715.3135943329,-465648.39920973266,-518632.8242718172
CUTLER,0,-21029.894388337532,-48905.44502308837,-83056.62313127509,-120218.49116184955,-153688.8518756125,-184124.72794004792,-213177.65265108153,-241764.44801363468
CYPRESS,0,-132364.85545022905,-222265.38623855961,-283008.8542733008,-337452.04696959315,-385118.5488738535,-423082.92752563313,-444022.89933092275,-454354.2092167767
DALY CITY,0,-48141.12240256765,-83320.96372665465,-117783.78711160133,-149538.03501108172,-185321.0715046127,-224332.61051657703,-264203.33576169354,-297585.0769348431
DANA POINT,0,156623.34156088647,262999.9582972311,334875.8899039724,399296.94898577896,455699.3030433443,500621.424898569,525399.0816087329,537623.8254025495
DANVILLE,0,-2750328.4499612935,-5514954.368898742,-8279411.558635475,-11019657.868564202,-13902939.931953928,-16742070.462081756,-19436964.684508927,-22105387.194093056
DARDANELLE,0,12215.586279021518,-3485.3459905297204,-18266.976517434756,-31716.575076522233,-44520.8153935789,-47523.76281748718,-46903.10081583026,-46627.54980992619
DAVIS,0,-159726.9253905556,-354859.0085454434,-593657.1035656047,-804014.3684217505,-1148917.6386142913,-1310831.9876284911,-1509407.8670737671,-1674124.053115636
DEL MAR,0,-22690.684456484043,-45253.3138528883,-63734.370196630014,-82162.6395647417,-99325.88757320587,-114894.67360837618,-130191.9297197474,-144792.08602156193
DEL REY,0,-7791.2729991080705,-19536.509967060323,-31581.65195943351,-42821.656202736136,-53866.79603953217,-63976.325768894865,-74202.06877571595,-85012.04169825412
DELANO,0,-196758.7860958995,-588152.4122115972,-994218.5630209626,-1406050.8167451934,-1828737.4773204033,-2257271.559639608,-2690711.585207422,-3111576.3825738863
DELHI,0,-17206.00440669572,-43369.41775464505,-75827.26397992898,-109130.00655689585,-144901.29199367343,-179373.80588095105,-213004.95614036842,-245583.99206268875
DENAIR,0,-168347.7015645675,-422781.3999933239,-695167.0238038977,-961185.3432200439,-1204908.185248625,-1445587.2826791548,-1687772.4280848913,-1939141.6731976275
DESCANSO,0,-88300.26893261058,-176106.5231820397,-248027.75850645604,-319746.0580432755,-386540.343115605,-447129.9814976195,-506663.1006983188,-563483.64773096
DESERT HOT SPRINGS,0,-100533.25921591953,-221344.9970845536,-365332.0926210424,-522223.2127817627,-671465.109382638,-797708.2832156583,-905716.4239094399,-1005422.7969907955
DIAMOND BAR,0,-56266.75432587322,-106616.36046338594,-152807.7521000132,-192878.21770306583,-226359.7820450468,-255530.14023591694,-277112.9144865491,-291122.18904394144
DIAMOND SPRINGS,0,-2112.9410866727703,-6005.821342026582,-9952.368469967943,-12902.47102125737,-15564.8815652747,-17161.69003642848,-17297.625594381505,-16440.41410410666
DILLON BEACH,0,-60687.09528698254,-70928.74342715951,-80281.18333200265,-100116.6902228421,-133479.4742612941,-170949.56133031112,-201457.91783322388,-222604.3946140522
DINUBA,0,-35690.083765295974,-89491.73622805392,-144667.18300525984,-196153.9429968298,-246748.61469452485,-293057.51236522093,-339898.6215590865,-389415.89953811787
DISCOVERY BAY,0,-3621309.767186226,-7058356.568301806,-10421299.1191151,-13435896.468974588,-16359703.724900106,-19409916.567521088,-22479119.33295894,-25127759.268590674
DIXON,0,-31494.523262514384,-67388.30398965825,-104694.10782646603,-143938.49733194482,-184962.1963979082,-220378.5056481961,-252485.92736532626,-284178.5963981562
DORRIS,0,-340.46070085658357,-1070.561335504557,-1577.2903075082322,-1782.06514415727,-1749.0077303373546,-1274.4526831058793,-532.6664947026802,88.48082771445115
DOS PALOS,0,-422940.4895994697,-1066059.7294844014,-1863901.7776445874,-2682508.910849874,-3561797.692994383,-4409161.511656147,-5235843.090709124,-6036662.640645827
DOUGLAS CITY,0,351.94183350623643,-839.4927096197207,-1635.75906688557,-1808.988056809234,-1560.8743204904822,-934.8006549066049,51.93396643460437,1009.8385678218983
DOWNEY,0,157827.1818981606,299057.27584893303,428623.5748716926,541021.6507743669,634937.1861780556,716759.8481236468,777299.5512678712,816595.6765945554
DUARTE,0,-154848.72074328008,-293413.35824464925,-420534.3588914916,-530810.6796211476,-622953.6735299517,-703232.0179744569,-762629.0114000451,-801183.3571031215
DUBLIN,0,-74178.24088848414,-144581.98483739898,-213467.7049564385,-275217.55393919675,-335108.0166729063,-397587.7174359287,-460456.3790769114,-514710.3178436893
DUCOR,0,-15553.555268286626,-36170.33835477919,-61428.55409249617,-88913.70009000259,-113668.40870228823,-136178.8129659141,-157666.4369955864,-178809.31969217857
DUNLAP,0,1270536.5738591414,3185898.942270113,5150167.608646601,6983178.061577739,8784373.800191155,10432994.661839422,12100576.089109026,13863432.973101329
DUNSMUIR,0,-159.0967719112232,-500.2734517493809,-737.0704429841353,-832.7693024987166,-817.3219417239743,-595.5600237112376,-248.9188539412571,41.347777574112115
EARLIMART,0,-284.2543083551718,-661.0501098972891,-1122.672720410308,-1625.0015482087329,-2077.422738982117,-2488.8267420730044,-2881.539757135455,-3267.952465976072
EARP,0,648374.1133896707,1574656.7222026982,2743729.6609962657,3994166.9640180743,5188267.333120346,6236698.444825552,7146254.388279771,8026382.525575796
ECHO LAKE,0,-2620.5256487002353,-7448.524344392456,-12343.09138008251,-16001.685258262576,-19303.613314577407,-21283.9762596095,-21452.543750637582,-20389.40784181504
EDISON,0,-7730.308146027877,-23107.694089418423,-39061.558824500564,-55242.17260741221,-71849.06213847801,-88685.69339135557,-105715.12473513922,-122250.4998023503
EL CAJON,0,-141413.4599756112,-282033.22893198836,-397214.01543675177,-512068.34452437353,-619037.5427361322,-716069.8620198206,-811410.0809090547,-902405.9949146141
EL CENTRO,0,-35762.327479289845,-107128.49151204899,-170715.63595548697,-225642.6349524503,-278632.53867913934,-325668.407807497,-368490.1108892654,-407985.1003668582
EL CERRITO,0,-106506.23589929892,-213566.64336513798,-320621.032112353,-426740.5151891983,-538397.2012144048,-648344.2576545128,-752705.8555017919,-856042.4894465874
EL DORADO,0,-23317.389536291288,-66277.27852149359,-109829.4162598365,-142385.1540822827,-171766.17076491227,-189387.73951444105,-190887.8398183281,-181428.07141578273
EL DORADO HILLS,0,-601.0372376004234,-1708.3789496580139,-2830.987942232343,-3670.1284759450937,-4427.45510632731,-4881.66920253454,-4920.333111012471,-4676.494866786466
EL MONTE,0,-20754.51036044769,-39326.46529932902,-56364.6165356359,-71145.09175021597,-83495.11219342588,-94254.90243311157,-102215.94938566536,-107383.43593549728
EL SEGUNDO,0,-2176.882338067575,-4124.841993385169,-5911.925399969274,-7462.206283197098,-8757.564721821458,-9886.128408775141,-10721.13966723904,-11263.142293433251
EL SOBRANTE,0,-1254.0808241554041,-2514.701010792138,-3775.2648153270566,-5024.895110075799,-6339.672551502299,-7634.323377227178,-8863.209260985866,-10080.030727585632
ELK,0,-1263.7690601972427,-4523.655597534795,-8349.460777265434,-11283.574709213004,-13393.048920755056,-14763.849118281047,-16021.571324702381,-18060.76360547394
ELK CREEK,0,-8585.592072473311,-22220.861498204296,-35458.111790905314,-47563.091614787954,-58480.48929485353,-68150.99314281918,-77055.1894443247,-86245.7649326061
ELK GROVE,0,-3606991.131904622,-8846059.032779317,-14548076.502579425,-20588712.773626965,-26831757.20133783,-32751300.21453948,-37873554.227455914,-41733765.06067596
ELVERTA,0,880765.8263812345,2160076.618403988,3552428.228291688,5027530.213824281,6552011.671317821,7997498.87654634,9248306.383092891,10190940.346750118
EMERYVILLE,0,25774.967254573945,50239.2536053161,74176.90111548663,95639.21402264613,116452.13133843639,138165.03744122025,160013.341357645,178868.17555052845
EMIGRANT GAP,0,3770.8642508126795,-34977.2697913637,-79761.1490539948,-113424.06663464548,-139552.0394129791,-160091.53335574808,-179679.83092194586,-202941.04074744054
EMPIRE,0,31605.867839605446,79377.21750449255,130519.03291916562,180468.56799710653,226229.07010932875,271418.1338870935,316890.6998562846,364087.77825237537
ENCINITAS,0,-6699.795948159066,-13361.791466376744,-18818.631888580625,-24259.89181158715,-29327.630680156755,-33924.57893534331,-38441.35384329106,-42752.299027619534
ENCINO,0,1252233.4309323106,2372779.555953054,3400783.253133141,4292565.187358489,5037707.971666047,5686903.542561277,6167235.270510032,6479016.418942439
ESCALON,0,-22815.63457518973,-49849.24828889838,-85012.24106514544,-129257.14199922883,-175339.62236566632,-219753.31463041247,-261830.2592209041,-303527.59676004306
ESCONDIDO,0,-2443710.4239323763,-4873660.386176936,-6864026.759950986,-8848725.81367829,-10697177.692219246,-12373912.549542854,-14021405.494044926,-15593824.380626738
ESPARTO,0,-22576.90747758234,-50158.59568268964,-83912.28353912664,-113647.10429279812,-162399.0574588717,-185285.6201173544,-213354.44954048487,-236637.28687274302
EUREKA,0,-9700.667392628267,-26182.77128088521,-40959.36757908994,-40038.30526757543,-32755.571986388415,-19799.47927346453,-5339.137446685927,3940.6195131740533
EXETER,0,-602705.1953164138,-1401602.5022235434,-2380355.7703146967,-3445393.0847515617,-4404634.445624793,-5276909.206378902,-6109549.232804073,-6928830.236472739
FAIR OAKS,0,-30907.290933183627,-75800.12960566697,-124659.7170875012,-176423.3089614252,-229919.57108117826,-280643.8136838558,-324536.489302489,-357614.917911303
FAIRFAX,0,10808.00585904275,12631.984512833442,14297.601338685112,17830.199875215447,23771.919549851387,30445.126945764816,35878.49131118826,39644.55968832533
FAIRFIELD,0,-1214498.4128726358,-2598635.733286203,-4037216.8043557927,-5550518.2680823095,-7132456.985393122,-8498163.094090514,-9736271.055373278,-10958383.488408957
FALLBROOK,0,-400743.64083234605,-799231.4070280587,-1125631.6660300721,-1451102.9463046596,-1754230.8789574876,-2029198.9944526153,-2299371.7554980125,-2557233.163594452
FARMERSVILLE,0,-72.06872224548715,-167.5981846255454,-284.63410346602905,-411.9885258497525,-526.6913876846811,-630.9950891191838,-730.5596237958525,-828.5267670975154
FARMINGTON,0,-74672.86304945448,-187529.28859022981,-308348.48839475616,-426342.48308855755,-534447.9583020831,-641203.3403404865,-748626.5323247358,-860123.3746391451
FELLOWS,0,-49280.74620267902,-147310.66581335416,-249015.54485406826,-352165.001930981,-458032.7621393212,-565365.096091612,-673926.2856339981,-779337.8534120261
FELTON,0,-4682.796006695658,-8516.546535394125,-12645.437342694247,-14927.304672150596,-18720.535363817413,-18667.182925368645,-19500.752507795012,-20587.59334029579
FERNDALE,0,-9239.407702214812,-24937.756889580953,-39011.64882023531,-38134.223919229786,-31197.821485056076,-18857.870879038528,-5085.21948988529,3753.209626507509
FILLMORE,0,-71210.92084088028,-144998.59216837943,-220722.1702033816,-290706.9039811204,-354652.7237244814,-401112.4720410396,-434723.9533909021,-462277.1035992309
FINLEY,0,-2205.7871251140023,-9430.948634646717,-17084.647261698294,-23794.020236946904,-30185.868119130508,-35200.876566647945,-38942.53002622441,-41527.07359694163
FIREBAUGH,0,-2441.0210780338966,-6120.937976514411,-9894.81633233896,-13416.533016390735,-16877.106756521942,-20044.544050356097,-23248.414087166195,-26635.33431923206
FISH CAMP,0,291.88513987477563,-1552.5617054384966,-3452.3437824555485,-4252.643176351339,-4664.523015038087,-4558.834685919503,-4129.669167957537,-3635.793237919177
FOLSOM,0,149910.347263817,367655.8862067237,604641.2983877965,855714.6279220354,1115190.2028225453,1361220.559491557,1574115.7927816103,1734558.2742935012
FONTANA,0,-87928.42530856282,-213544.79658038728,-372086.8202284593,-541662.1212934498,-703597.9491901109,-845779.0611687237,-969126.682435506,-1088483.441852022
FOOTHILL RANCH,0,1089276.5220527935,1829099.7293658103,2328979.1403324995,2777012.1222127844,3169276.650610749,3481698.9933749586,3654021.5877004126,3739041.7621226413
FOREST KNOLLS,0,-3068.9208211605364,-3586.8244046915715,-4059.7576767690916,-5062.769460601594,-6749.873028270849,-8644.673416887228,-10187.425374874503,-11256.758063359019
FOREST RANCH,0,-18124.50203163719,-47315.498675730894,-76967.65410836307,-97835.2883075851,-124600.49559106266,-135114.0388129857,-147161.5788109204,-158587.37200740306
FORESTHILL,0,-310006.2922855539,-612403.0464643566,-942752.4780234356,-1297468.3523890637,-1704727.3351471429,-2127560.6826256067,-2516713.9433577913,-2887168.245439213
FORESTVILLE,0,-10268.533716448088,-24126.946753873068,-38091.68426216948,-50929.167767224106,-62571.62639988489,-73121.1392120729,-82748.87517528878,-91747.39721958397
FORT BRAGG,0,-4162.806198438106,-14900.764969688753,-27502.86864811799,-37167.86841826938,-44116.44514178214,-48631.850717191584,-52774.791065388126,-59491.88591232381
FORT IRWIN,0,-33329.74151566233,-80945.3572942508,-141041.62858175207,-205320.30631355732,-266703.073354892,-320597.7019550884,-367353.419209768,-412596.38917223446
FORT JONES,0,-418.0616101407795,-1314.5756114706164,-1936.8069614186388,-2188.2656953132537,-2147.673928179822,-1564.9501824102772,-654.0823930674233,108.6491990476934
FORTUNA,0,-668.7954504172085,-1805.1323645604716,-2823.8937672924076,-2760.419701313076,-2258.317290995823,-1365.0670739067718,-368.10524035070557,271.68525521390256
FOUNTAIN VALLEY,0,-71003.20530134568,-119227.66063413548,-151811.68196672667,-181016.06975090946,-206585.33854343835,-226950.1924081851,-238182.80613792548,-243724.7197263483
FOWLER,0,-5293.965409860626,-13274.520268634806,-21458.852574031916,-29096.094587834305,-36600.952138122084,-43470.08899800097,-50418.18453010457,-57763.24671916122
FRAZIER PARK,0,-97584.42928107805,-291704.8935601611,-493102.8249924738,-697365.3507463656,-907007.1744168205,-1119549.2402393036,-1334525.7108613395,-1543265.431030435
FREEDOM,0,-1656.5079311686568,-3012.672130539664,-4473.240654452704,-5280.438263121701,-6622.269481140218,-6603.396656566387,-6898.266974429658,-7282.730417614133
FREMONT,0,-23591052.617566407,-45981646.32834599,-67889412.99553907,-87527508.68597472,-106574446.20460923,-126444827.48323728,-146438897.01846364,-163693213.84475762
FRENCH CAMP,0,-2679.7884619366014,-5855.120083828973,-9985.294542592797,-15182.335576969159,-20595.109972977018,-25811.873228989687,-30754.19966008219,-35651.94518509903
FRESNO,0,-429243.70298485924,-1076319.8418622976,-1739918.5975709837,-2359157.7010541754,-2967663.5043061115,-3524624.051892613,-4087986.5383964283,-4683535.684922681
FULLERTON,0,-49718.97638914833,-83487.53946675517,-106304.08064072707,-126754.22395592701,-144658.79083437996,-158919.0345015871,-166784.56342897983,-170665.25263320288
GALT,0,-748111.5516185283,-1834726.776678164,-3017360.2972684745,-4270229.329775562,-5565076.302610671,-6792827.102571041,-7855215.674951293,-8655848.691176856
GARBERVILLE,0,-2158.923383223446,-5827.092150943208,-9115.702584608967,-8910.749203706058,-7289.938255639936,-4406.488092048268,-1188.2564722930547,877.0085804127157
GARDEN GROVE,0,-32301.857388182078,-54240.85511287418,-69064.47069067671,-82350.56399314734,-93982.9214078181,-103247.6076320461,-108357.71605781419,-110878.92516005388
GARDEN VALLEY,0,-23595.408661051424,-67068.14276857465,-111140.08176780355,-144086.28512424155,-173818.34989444524,-191650.4954545845,-193168.74815518296,-183596.18232733602
GARDENA,0,-56148.00832698174,-106391.42803728557,-152485.39409063722,-192471.50592432194,-225882.4787060172,-254991.33985469915,-276528.64267337555,-290508.41923490906
GAZELLE,0,-570.1530498610227,-1792.8067602443625,-2641.381500847725,-2984.260943794041,-2928.8993912147707,-2134.2032924579107,-892.0033123531903,148.1696635489061
GERBER,0,-345.4472388552822,-844.6583353824535,-1308.2553994092887,-1725.829326424995,-2048.735102980034,-2209.966794282649,-2293.163566280753,-2391.505333576555
GEYSERVILLE,0,-38673.76291156352,-90867.45762794692,-143461.10557226237,-191806.9374276137,-235653.79381078194,-275384.3466539695,-311643.25368069427,-345532.34868388553
GILROY,0,-1236498.2603085581,-2180364.6628798964,-3224669.75487836,-4297531.452038709,-5381212.57246753,-6419164.198514782,-7349307.105287082,-8185563.890504576
GLEN ELLEN,0,-3977.1797831718286,-9344.770727314244,-14753.530146770252,-19725.62436279448,-24234.911308109396,-28320.881343668327,-32049.831007791392,-35535.074213416665
GLENCOE,0,-1269.979653778304,-15594.260657603321,-27199.776164183386,-36182.22955732626,-43713.53858896347,-48289.20710555859,-49819.57146785693,-51217.74904697373
GLENDALE,0,-376941.5947576412,-714243.3004180752,-1023688.3019294371,-1292128.4990157653,-1516428.002461987,-1711845.912187336,-1856433.202308007,-1950284.1627834141
GLENDORA,0,-214064.78111155797,-405618.10275748884,-581351.6287001681,-733798.5572490213,-861178.0335158239,-972155.6797475988,-1054266.6637938484,-1107564.5338681466
GLENN,0,-876.61302246384,-2268.808110799815,-3620.3596636837465,-4856.285627691657,-5970.971371110834,-6958.345280425521,-7867.474986006229,-8805.843304349808
GLENNVILLE,0,-177367.33523324956,-530193.0035126384,-896245.7007943201,-1267501.6681670065,-1648537.737665023,-2034845.115657393,-2425576.3452848294,-2804971.754186925
GOLETA,0,-304768.2895292651,-659987.5168217984,-1025598.5124677921,-1322796.5485834032,-1762325.4465959354,-1901122.938089874,-2092487.528346189,-2263632.16101323
GRANADA HILLS,0,-13479.16659180331,-25540.84054251178,-36606.377928009315,-46205.61647777044,-54226.410973648366,-61214.41986480175,-66384.76185461442,-69740.80807977088
GRAND TERRACE,0,-4321.709290175349,-10495.796985025401,-18288.19144475588,-26622.888664633618,-34582.093857547385,-41570.34810360451,-47632.93228799582,-53499.365152213606
GRANITE BAY,0,-1038.870458800986,-2052.207190760004,-3159.2268233280774,-4347.800776056829,-5712.5194721494045,-7129.425833020388,-8433.455478581585,-9674.818335421936
GRASS VALLEY,0,7099.603038651403,-65853.29475579388,-150169.41964118625,-213545.9975865786,-262737.52465545153,-301407.37582101184,-338286.1634928826,-382079.8979098415
GRATON,0,10234.518395408915,24047.126641902738,37965.8278512829,50761.57713788119,62365.8231455849,72880.74557918888,82476.94780584142,91446.03061762988
GREENBRAE,0,-25521.186589617486,-29828.19899449942,-33761.27106038851,-42102.92893179356,-56133.27837988884,-71890.91297523785,-84720.87549197205,-93613.80844673539
GREENFIELD,0,-83347.56617802277,-186732.1087987218,-288112.46774079546,-376589.5950784306,-452842.254944085,-521196.6229435416,-587631.4339989659,-646266.6485734044
GRIDLEY,0,-19229.401977333386,-50200.145478904655,-81660.41543942716,-103801.46106485228,-132198.96944695697,-143353.81539078962,-156136.31993220703,-168259.19750473593
GROVER BEACH,0,1039.809470071923,3075.635677773884,5187.297599646656,6474.310418647801,8656.194897412104,8704.726547425467,9189.3743857534,9538.839964335697
GUERNEVILLE,0,45585.85622773768,107108.84948257045,169104.2367225842,226097.11031804292,277783.446505799,324617.7936029253,367360.03902828606,407309.0009278391
HACIENDA HEIGHTS,0,-31934.198857726064,-60510.152522846125,-86726.10472466052,-109468.19475155696,-128470.68891887018,-145026.3560854476,-157275.69539115787,-165226.69020498195
HALF MOON BAY,0,-885563.3696553622,-1532690.697993326,-2166618.815496371,-2750670.578355931,-3408870.6762020225,-4126454.1265745633,-4859838.403726585,-5473858.926284147
HANFORD,0,-9704.080954993085,-151294.85975122143,-299164.4885914233,-439211.04192565824,-584261.0903008245,-735551.998811639,-871198.2381500229,-990291.0854648735
HARBOR CITY,0,-5248.685538101243,-9945.411319585517,-14254.248818960972,-17992.123121738085,-21115.36094301939,-23836.43979720364,-25849.733109890134,-27156.55321477691
HAWAIIAN GARDENS,0,-95.2115107033278,-180.4104807251988,-258.57312154336614,-326.37855126625436,-383.0343408932531,-432.39493712524927,-468.9162639804035,-492.6221127285644
HAWTHORNE,0,213136.274160341,403859.2358649813,578830.9174534522,730618.0858692368,857445.5310658808,967942.261948429,1049697.6286889021,1102764.7901530473
HAYWARD,0,-3358508.6289967634,-6546131.190128239,-9665031.974053904,-12460890.704830477,-15172529.513022387,-18001402.226615194,-20847888.1185054,-23304331.27530633
HEALDSBURG,0,-557.7894462353142,-1310.5806513372809,-2069.1457445997803,-2766.4701756915892,-3398.886642996804,-3971.933981694223,-4494.9101156039105,-4983.707042146794
HEMET,0,-128174.30759741459,-282202.48759492417,-465777.95417715097,-665805.1552272646,-856080.1489547777,-1017033.0620586949,-1154737.3009588285,-1281857.243261592
HERCULES,0,-326680.60882115155,-655059.06037295,-983417.0681646573,-1308897.2619753922,-1651368.505560398,-1988595.3794386478,-2308689.9806255726,-2625640.1866918467
HERMOSA BEACH,0,-5427.773312707897,-10284.751999348635,-14740.607814492658,-18606.015184577554,-21835.817802514648,-24649.73968193482,-26731.72571890161,-28083.133563314215
HESPERIA,0,-75523.02031995216,-183416.81698355544,-319590.94978778297,-465241.87153976015,-604331.0369370221,-726452.5799163021,-832397.779363882,-934915.1768695177
HIGHLAND,0,-49907.92770407989,-121207.4474502569,-211195.47876328172,-307446.03141414153,-399360.3960595182,-480062.036765598,-550073.8494516452,-617820.4637375289
HOLLISTER,0,-64581.10230456572,-145568.83813548833,-236083.86214587302,-331289.44350750046,-423305.39864521637,-507184.4693003793,-579135.8517381418,-652068.3868977269
HOLTVILLE,0,10289.7486288566,30823.666795803525,49119.35930462059,64923.36104112133,80169.96307942155,93703.43345126609,106024.38811217216,117388.16265947575
HOMELAND,0,-1861.2020793718548,-4097.82417858937,-6763.498455505913,-9668.064286184133,-12431.020957780092,-14768.195704408769,-16767.779306865385,-18613.66969093219
HOMEWOOD,0,-12237.44277370693,-24174.525106033514,-37215.02697328534,-51217.46477083302,-67293.98313593288,-83985.29973872566,-99347.10875016119,-113970.78285206837
HOOPA,0,-557.9618384620262,-1505.9766206530257,-2355.89324377499,-2302.9122803018545,-1884.0257974815322,-1138.8207133552132,-307.09488852164213,226.6553053636817
HORNBROOK,0,-525.0656275876972,-1651.0451814394764,-2432.5389790308327,-2748.360755950649,-2697.3794747286447,-1965.5054077120512,-821.4974476926582,136.45841487402504
HORNITOS,0,812.5547355270755,-4322.008815704619,-9610.525045281574,-11838.112505262863,-12984.642770017032,-12690.408787897446,-11495.702949427883,-10120.872966303978
HUGHSON,0,-2034.8010243738754,-5110.186570581234,-8402.558043561708,-11618.031945178427,-14563.957015991957,-17473.092647929792,-20400.44700750762,-23438.814185448227
HUNTINGTON BEACH,0,-925524.2702331971,-1554127.8220738238,-1978859.0794715425,-2359536.009878719,-2692830.1796839386,-2958285.0257870043,-3104701.4091498693,-3176939.772960511
HUNTINGTON PARK,0,-6314.009230543743,-11964.032809249125,-17147.437514711928,-21644.001907006605,-25401.167015842395,-28674.546826149395,-31096.483045495115,-32668.55275989225
IMPERIAL BEACH,0,280252.28937420563,558956.358234819,787236.0213054528,1014882.9568587134,1226896.2314412491,1419217.6085393755,1608186.3557408394,1788546.5937230363
INDIAN WELLS,0,1121354.8955184615,2468896.6678638933,4074937.929847352,5824909.5348268375,7489562.620627436,8897686.486518892,10102415.282501847,11214545.532123469
INDIO,0,-26064099.735123053,-57385565.51205231,-94715439.13707437,-135390786.09975412,-174083010.1639594,-206812620.6321647,-234814643.61363053,-260664362.83403996
INGLEWOOD,0,-36489.49866120517,-69141.71592460526,-99097.28478857386,-125083.46922466834,-146796.60678856587,-165713.8858899353,-179710.55576161062,-188795.7368499185
INYOKERN,0,-66577.55717268315,-199015.82432940253,-336419.03361141006,-475775.1051355049,-618802.5103769344,-763808.5737524813,-910475.1291232572,-1052886.6067720267
IONE,0,7746.991732156617,-3675.3102976143127,-13867.024682390096,-19845.714906296038,-25220.081031813053,-27688.375573599784,-27209.16645327187,-24303.180070746108
IRVINE,0,9441178.854084399,15853511.833033292,20186159.377758414,24069434.858534258,27469342.832591217,30177227.814907085,31670814.39063677,32407717.23873403
