Place,2010,2015,2020,2025,2030,2035,2040,2045,2050
BARD,0,7216.111025610568,21616.364421987775,34446.96968843053,45530.16276457859,56222.4654461991,65713.3641278426,74353.93434431954,82323.24217501906
BARSTOW,0,-16735.55002930027,-40644.315953192185,-70819.87327110511,-103095.45085741405,-133916.96825801115,-160978.53913354955,-184455.50857451197,-207172.89349355444
BASS LAKE,0,-28991.9654934711,-100478.35778000328,-175196.05455774543,-248090.4943922339,-326099.9599488191,-403456.01922320947,-480206.7588949304,-560443.3386054717
BEALE AFB,0,2871.089175883433,9923.662587387953,17464.131541999173,25391.191253206693,33799.61534355808,41811.93554591219,49121.85257213033,54829.62218028738
BEAUMONT,0,-26106.948974807863,-57479.87183812156,-94871.07794652658,-135613.1503066864,-174368.9155878605,-207152.27094036678,-235200.25329014543,-261092.39041273575
BELDEN,0,4907.138823526795,5594.56182923515,4969.25205377645,5787.531787653286,8035.225326056003,11540.83485355333,15300.871291219628,17961.178194574175
BELL,0,-6418.582219797303,-12162.182945187786,-17431.436398198362,-22002.47646196955,-25821.869028080837,-29149.46375425742,-31611.513429667684,-33209.6209086274
BELLFLOWER,0,-3301.951248429017,-6256.657377402997,-8967.344163443428,-11318.822870329022,-13283.647120522568,-14995.473295301897,-16262.02994056535,-17084.14479989442
BELMONT,0,16925.92639677308,29294.713077869033,41411.3308704549,52575.24786629982,65155.936028269934,78871.69119851151,92889.49674706825,104625.85788633698
BELVEDERE TIBURON,0,3161.4921462989296,3695.033087662887,4182.251493194839,5215.59475458361,6953.6360914382385,8905.648907675291,10494.989888889948,11596.622553288587
BEN LOMOND,0,-22216.26274461212,-40404.42591208505,-59992.773243464646,-70818.32036261802,-88814.20278213947,-88561.06918049668,-92515.67117166577,-97671.84283672145
BENICIA,0,-8016.524658525013,-17152.58534884255,-26647.789306386258,-36635.05743587017,-47076.11775952892,-56089.91760904004,-64261.47772168403,-72327.40052015486
BERKELEY,0,23587.98843532987,45976.21377122612,67882.20100534335,87521.45980539056,106567.54917208361,126437.16352409497,146430.60294353543,163684.59343255125
BERRY CREEK,0,-33803.32475088377,-88246.85015295142,-143551.05694862682,-182473.48016259487,-232393.766464299,-252003.0608076215,-274473.695675522,-295784.78644476377
BETHEL ISLAND,0,-29855.516734553355,-59865.97103765729,-89874.32231165405,-119618.45792882884,-150916.25467918706,-181734.70427463,-210987.3897284756,-239952.63848705537
BEVERLY HILLS,0,-236.27823267772328,-447.6691065125633,-641.6067172427429,-809.7558321007527,-950.3155740826624,-1072.7736343618017,-1163.3625124617247,-1222.1537595194532
BIG BEAR CITY,0,2922.0351961546694,7096.525807997736,12365.20279527083,18000.571894356865,23382.042243684118,28107.022992158483,32206.134244726447,36172.62321793218
BIG BEAR LAKE,0,60.31774543457141,146.48914754027646,255.24715529949026,371.57456777701736,482.6609010516986,580.1957296420296,664.8111267407294,746.6888855454308
BIG OAK FLAT,0,8456.790635364465,-2412.878382312949,-12646.03998354236,-21956.842494672383,-30820.97516755908,-32899.82888320515,-32470.105917490408,-32279.2982369589
BIG PINE,0,-9086.774237849531,-15094.63299636291,-22311.888286631976,-26224.270571664565,-26677.84936805677,-25128.73535544038,-22559.40422492783,-20122.27849087419
BIG SUR,0,-16657.88460048971,-37320.43172681103,-57582.485850805504,-75265.93873989658,-90505.97533408085,-104167.46380970685,-117445.34277873274,-129164.39194762545
BIGGS,0,-11912.786081089129,-31099.439085957783,-50589.35940124547,-64305.9412701885,-81898.45438193064,-88808.98290285788,-96727.86119670866,-104238.09481374276
BIOLA,0,-4999.464856552135,-12536.070279037951,-20265.11714081103,-27477.511843909408,-34564.88269542512,-41051.8973325871,-47613.4791791499,-54549.94504798957
BIRDS LANDING,0,73046.43810207106,156297.2500565289,242824.1608439138,333853.1469951179,429005.17241123086,511151.64684651024,585623.7149702001,659134.1170839127
BISHOP,0,3666.293983280193,6090.391007631086,9002.513892555202,10581.40747571498,10764.449540564383,10139.416248660884,9102.735211306659,8119.389500373916
BLAIRSDEN-GRAEAGLE,0,2519.2732418664236,2872.1722686997964,2551.1325033843314,2971.181174751022,4125.08890734661,5924.774535268676,7855.065055873536,9220.776214807003
BLOCKSBURG,0,-2372.5605245701445,-6403.735569901721,-10017.815409052622,-9792.659370842186,-8011.439499766275,-4842.61205394729,-1305.8636168292433,963.8113222144166
BLOOMINGTON,0,-1600.057886554161,-3885.9339381679893,-6770.967230729759,-9856.776725748787,-12803.56819671765,-15390.87761162303,-17635.468864312395,-19807.43733331561
BLUE LAKE,0,9558.676762741394,25799.791481070308,40360.64173101257,39454.03759066423,32277.64327667936,19510.641133774094,5261.269966167558,-3883.1635187344
BLYTHE,0,-45369.2184485817,-135906.5302053013,-216575.13215609052,-286257.0525776441,-353481.6335786326,-413152.7422217161,-467477.60337988543,-517582.0864028811
BODEGA,0,11135.850092523498,26164.87428951467,41309.299058263015,55231.707675990765,67857.80942278501,79298.65271904756,89739.86518139858,99498.72617305064
BODEGA BAY,0,-18500.423736158642,-43468.277429779555,-68627.31652841443,-91753.65918611211,-112728.33024531225,-131733.877170006,-149078.6841646636,-165289.82888468239
BODFISH,0,-18354.97443691219,-54867.61465880173,-92749.08650953355,-131169.26009078234,-170601.3347896566,-210578.9219868101,-251014.37603895305,-290276.7380387465
BOLINAS,0,-36346.907091598405,-42480.80016801032,-48082.10702594092,-59961.71425954426,-79943.24784209828,-102384.69773606329,-120656.62432205622,-133321.5429446817
BONITA,0,-10708.92350614618,-21357.553919373197,-30079.820603007218,-38777.25665795372,-46877.62260156567,-54225.48381782719,-61445.2002427266,-68335.92453923449
BONSALL,0,25193.129988487693,50250.04131284135,70772.92933044874,91240.64353255555,110302.14516221522,127593.5673522175,144583.69809270452,160800.09194867348
BOONVILLE,0,-1346.7810922831413,-4820.772940321622,-8897.817918453453,-12024.484748762392,-14272.45897412079,-15733.248105272534,-17073.52002500629,-19246.56577054484
BORON,0,-36206.4907313125,-108230.60483516786,-182954.86942583608,-258742.0887429685,-336525.0809515199,-415384.1458982227,-495146.4705868906,-572594.7916712826
BORREGO SPRINGS,0,-27915.763869160888,-83623.58042107969,-133259.16146804893,-176134.72154860944,-217498.19052476558,-254213.99115579567,-287640.25235202524,-318469.71003722784
BOULDER CREEK,0,-91917.46213393059,-167168.80055011238,-248212.9974303817,-293001.1880773541,-367456.58750870684,-366409.12153893337,-382770.4866363577,-404103.15500186547
BRADLEY,0,-6881.901616552685,-20355.60329243401,-34330.87601326262,-42847.291059813055,-57286.961097037594,-57607.95304061813,-60815.05251472343,-63127.495907798526
BRANSCOMB,0,-2403.2715442482877,-8602.491729123096,-15877.889720700943,-21457.54754673202,-25469.050407951232,-28075.842275082265,-30467.59333832313,-34345.433327630366
BRAWLEY,0,31646.23881126067,94798.57755585399,151067.227722342,199672.7556714469,246563.9116806297,288186.3090209842,326079.616491891,361029.1084997795
BREA,0,-71677.83428990492,-120360.46242233412,-153254.0614307006,-182735.868544654,-208548.06327565596,-229106.39599954966,-240445.717819758,-246040.27278609853
BRENTWOOD,0,-55272.977957342286,-110833.16007094178,-166389.81801142427,-221459.2257356497,-279403.6805381633,-336460.79310834734,-390619.187424605,-444245.5442898129
BRIDGEPORT,0,-3429.900137373632,-14838.806831643873,-25899.73390729488,-35109.832467222666,-42796.04427377106,-45584.586393655525,-45676.73748513158,-45787.22858343432
BRISBANE,0,-5910.195228763914,-10229.0966529102,-14459.91888862272,-18357.93178438653,-22750.760059027787,-27539.91573526876,-32434.53002381645,-36532.51544370361
BROOKS,0,-54113.151429232035,-120221.76782639176,-201123.6835901043,-272392.4868912222,-389242.4936250993,-444097.6161428113,-511373.65503764723,-567178.4680509812
BUELLTON,0,-699.3181498016347,-1514.1099459773977,-2352.4436511268723,-3032.6934396841098,-4040.2227216584724,-4358.206975524605,-4796.54157988925,-5188.470132985851
BUENA PARK,0,-30741.858963557752,-51621.32644544728,-65729.04471580405,-78373.49479867611,-89444.07478030212,-98261.32878463785,-103124.64779655798,-105524.09676909959
BURBANK,0,28700.146164188394,54382.20050913934,77943.24497373146,98382.35323839053,115460.47239943198,130339.55755452672,141348.43681779155,148494.26763729425
BURLINGAME,0,-54858.50178357237,-94946.17150391708,-134215.92972536432,-170394.60331302858,-211167.5940478125,-255619.0954211743,-301049.3130407932,-339085.29140457837
BURNEY,0,-5487.0478146231035,-22067.699614589685,-39976.74221646259,-54403.921827123646,-67020.48556730512,-76742.11745350578,-85750.06851882458,-94395.64024640925
BURNT RANCH,0,621.4316046804161,-1482.3057084632237,-2888.2758100501087,-3194.118943975176,-2756.024094528373,-1650.5689500010049,91.69919835704059,1783.057674421616
BURSON,0,-601.868593210791,-7390.400949176954,-12890.41521159088,-17147.17879010082,-20716.337727472564,-22884.775281436334,-23609.995484459214,-24272.569440421037
BUTTE CITY,0,-2602.9104945332874,-6736.735133293616,-10749.884494068254,-14419.73464198249,-17729.566259395542,-20661.373948692424,-23360.85559765747,-26147.157102304678
BUTTONWILLOW,0,-128064.00734439353,-382813.9930541983,-647114.2823524945,-915171.7852135622,-1190290.5248785154,-1469215.3017680196,-1751334.2999250346,-2025268.5329088601
CALABASAS,0,-39877.91098401899,-75562.18069562211,-108299.39759109652,-136698.56862346304,-160427.9579784021,-181101.86728375393,-196398.23460373352,-206327.0367280267
CALEXICO,0,-3582.9546174880816,-10732.985591280973,-17103.65246329701,-22606.678598418424,-27915.629828724836,-32628.058438960114,-36918.27859924786,-40875.20215579268
CALIENTE,0,-13392.798801908648,-40033.95050625614,-67673.83048325125,-95706.31332363648,-124477.52283126538,-153646.75325979205,-183149.94835571322,-211797.1856108024
CALIFORNIA CITY,0,-8133.240512568562,-24312.292981739534,-41097.886083878024,-58122.18288215852,-75594.86097567686,-93309.26017176703,-111226.544080688,-128624.02123487974
CALIFORNIA HOT SPRINGS,0,-133323.70635819298,-310048.4014168022,-526558.9891481362,-762158.0357853868,-974352.5557336279,-1167309.148798876,-1351498.4626606456,-1532732.6733444838
CALIMESA,0,-680.1476817853691,-1497.4869729261263,-2471.616794447851,-3533.046272998181,-4542.7265690028435,-5396.81138365902,-6127.528757057604,-6802.081318900076
CALISTOGA,0,-113755.14859923243,-267278.04060663155,-421977.5526618494,-564183.4458374776,-693155.3257923293,-810019.4982504009,-916672.1640981648,-1016354.2726855106
CALLAHAN,0,-1721.371262478613,-5412.760264583369,-7974.777309552926,-9010.102047794993,-8842.9628451131,-6443.616785437916,-2693.154345605173,447.3577005949919
CAMARILLO,0,10625.11834952049,21634.744505387964,32933.21639950876,43375.514755547745,52916.68676455063,59848.81635653344,64863.91101326258,68975.0632183766
CAMBRIA,0,4381.151638831594,12958.846418904839,21855.94968609218,27278.12102325872,36470.9740326078,36675.38463242087,38717.2322027208,40189.513551465
CAMINO,0,-512.0611484563269,-1455.4831147193327,-2411.910806403117,-3126.858032082775,-3772.0817467722227,-4159.0614501393575,-4192.005246280009,-3984.26413798063
CAMPBELL,0,44140.17158840201,77834.68242971576,115115.24251189991,153418.50486834487,192105.65055148606,229160.4671741256,262366.750899147,292221.5181386783
CANOGA PARK,0,-4168.589743436314,-8488.004516763147,-12920.745953902602,-17017.508263841504,-20760.790190120693,-23480.465133539168,-25448.01745498134,-27060.923817572882
CANTUA CREEK,0,-69427.92161317525,-174091.3458475432,-281427.2295048968,-381589.9815461659,-480014.8285071929,-570102.3391998647,-661225.7926816003,-757555.4683392765
CANYON,0,-9013.087262195819,-18073.08275167249,-27132.58065491155,-36113.0228009679,-45562.0085438707,-54866.32000348199,-63697.9640124714,-72442.87392046973
CANYON COUNTRY,0,-313667.7116459252,-594349.5600423939,-851850.7600643784,-1075230.3263870692,-1261878.6609758674,-1424493.5005963491,-1544810.215795511,-1622907.2611181336
CANYON DAM,0,2580.364811372303,2941.823839275472,2613.0006717793003,3043.2419734865325,4225.136366164166,6068.471733950297,8045.581227656599,9444.41908178098
CAPISTRANO BEACH,0,11389.452683686919,19125.04006609926,24351.77552702604,29036.42593441892,33137.94321046752,36404.63136177894,38206.44022874476,39095.41559562844
CAPITOLA,0,4576.035239363904,8322.458884603984,12357.363826544024,14587.582044441078,18294.517578091356,18242.422817009618,19057.093276440573,20119.278566798544
CARDIFF BY THE SEA,0,14083.930082359992,28089.294972016767,39560.90322506131,51000.275913667516,61654.201349049574,71318.49183852389,80814.2741940053,89877.40952769847
CARLSBAD,0,48877.62389985565,97486.3004260459,137300.25239176909,177004.4704897413,213981.7858014321,247524.76102731284,280483.05127666984,311940.0112418891
CARMEL,0,106705.98652881372,239065.05352770677,368858.9499160065,482136.08537738357,579760.3429504596,667272.876690617,752328.2592124449,827398.1975562277
CARMEL BY THE SEA,0,1989.2465746990347,4456.722806681821,6876.375114834169,8988.104524810158,10808.039480470878,12439.46808447651,14025.087998681964,15424.556055800116
CARMEL VALLEY,0,-12932.782219942586,-28974.660280313314,-44705.57645512826,-58434.418773744546,-70266.35356440226,-80872.73773022804,-91181.28141121383,-100279.58642787629
CARMICHAEL,0,9043.65199097665,22179.947503234027,36476.865066072205,51624.81742039253,67278.85758939246,82121.77456110343,94965.82941086381,104645.49152684095
CARNELIAN BAY,0,-2837.4734423353584,-5605.27653823483,-8628.93537247547,-11875.556670126938,-15603.143648149773,-19473.279588614958,-23035.136740250833,-26425.840569736996
CARPINTERIA,0,13770.891572246095,29821.610247669276,46342.09985082393,59772.16989267431,79632.92779668147,85904.82761607779,94552.15752108744,102285.85982731055
CARSON,0,-7862.66407260159,-14898.471834338387,-21353.214457603055,-26952.625602476415,-31631.308820872684,-35707.54806299391,-38723.50544775347,-40681.14894190361
CARUTHERS,0,-48750.62586092198,-122241.70796412177,-197609.32111690525,-267939.2701197065,-337049.7855588184,-400306.0996564776,-464289.60745419987,-531928.7053461343
CASMALIA,0,-24857.088677721127,-53828.99224623581,-83648.46050352574,-107888.14653561127,-143736.41206297767,-155056.82999228747,-170664.6578079385,-184623.33365630553
CASPAR,0,664.6742974109075,2379.213594191111,4391.419708038433,5934.716692174232,7044.2258400013525,7765.226360138593,8426.761226218616,9499.324710732166
CASTAIC,0,-135987.56110745517,-257674.42532328656,-369311.54655844485,-466155.56957953994,-547075.1257757721,-617575.1958199324,-669737.3288492997,-703595.5378383875
CASTELLA,0,-5677.292852458071,-22833.293077313174,-41364.46833904816,-56295.33057468428,-69350.80050630301,-79410.87745031896,-88732.79354779761,-97679.86019515194
CASTRO VALLEY,0,-175189.54939744016,-341465.2165247358,-504156.1862492042,-649996.4953356672,-791443.53090707,-939005.8375681122,-1087486.9074063986,-1215622.214156
CASTROVILLE,0,-1301.5347455835727,-2915.959676503582,-4499.085502750939,-5880.70900891113,-7071.446387357864,-8138.845721749094,-9176.268526896863,-10091.894738289615
CATHEDRAL CITY,0,30050.880420117523,66163.339488865,109203.25905441423,156100.50722792197,200711.20069024805,238447.2280483297,270732.54945081985,300536.35313120624
CAYUCOS,0,0,0,0,0,0,0,0,0
CAZADERO,0,-14264.906017915244,-33516.78315145799,-52916.31765411909,-70749.66462328442,-86923.0700794685,-101578.16951747645,-114952.74797274893,-127453.22711695338
CEDAR GLEN,0,-11384.964694128663,-27649.766131791694,-48177.779000732815,-70134.39551208424,-91101.84269991855,-109511.45039069676,-125482.50148695035,-140936.81703722
CEDARPINES PARK,0,-7496.955147301429,-18207.26338943666,-31724.87975298686,-46183.224455329284,-59990.20611894033,-72112.8604476017,-82629.73448928932,-92806.34008433516
CEDARVILLE,0,1191.0197812156475,337.2632712067207,-194.4637480434394,-151.9362016409068,-30.38741994187876,97.24050517556316,516.5962499445341,1394.8260275364773
CERES,0,-30802.245515673072,-77355.17529239424,-127192.72128727939,-175864.99046793173,-220458.1738856663,-264494.44945339137,-308806.2200265493,-354798.36395967635
CERRITOS,0,-14108.413529291283,-26733.164881160134,-38315.27645104658,-48362.644851216115,-56757.87651113211,-64072.10894057376,-69483.8210176375,-72996.540265135
CHATSWORTH,0,-39858.44740632875,-75525.32206787576,-108246.57787566946,-136631.9516132162,-160349.77974834747,-181013.6179738387,-196302.5427059891,-206226.51909482456
CHESTER,0,-261.10145398642635,-297.680324320263,-264.4101082631605,-307.9556007655556,-427.55637204669256,-614.0918763931331,-814.1669921454486,-955.7258610183926
CHICO,0,12549.052794333082,30684.480243653757,47526.77622447116,62699.58289608685,74431.07117594033,80289.06469944073,83312.27004679153,86885.7446849579
CHILCOOT,0,919.7952633770183,7795.523203135468,14142.769859315318,18364.11100625011,21210.282838240848,23245.84107867125,25672.52367708503,27949.768857501258
CHINO,0,-3411.3409505104646,-8284.852144737262,-14435.772850272944,-21014.74538441305,-27297.333603641484,-32813.50234929519,-37598.99152091425,-42229.64782748395
CHINO HILLS,0,-4523.755259977188,-10986.484489226248,-19143.177546127,-27867.508056960767,-36198.804763263324,-43513.7579546012,-49859.76222188934,-56000.443767388584
CHOWCHILLA,0,-2219.0050968570285,-7687.14633440302,-13402.063623193651,-18974.19247111352,-24940.41627762688,-30856.618068404146,-36725.7021996422,-42861.19952204777
CHULA VISTA,0,-22590.483262137044,-45050.79395314539,-63448.597241009586,-81792.30016499897,-98877.32359121647,-114374.82346629631,-129601.90955148498,-144134.86492681317
CITRUS HEIGHTS,0,-1689.5706543698907,-4143.27488321485,-6813.897080971859,-9641.943678537384,-12565.62257486838,-15337.781376933912,-17736.39212804148,-19543.91653557238
CLAREMONT,0,-18072.16289728647,-34243.7836157782,-49079.84501923795,-61949.87942236161,-72703.7020458912,-82072.82192545675,-89004.901500431,-93504.47373323166
CLARKSBURG,0,-21174.718737475545,-47043.48697159358,-78700.91375828511,-106589.39113403295,-152313.75461394366,-173779.02547469016,-200104.78173781536,-221941.78256828064
CLAYTON,0,-64773.571464922046,-129883.9923669998,-194990.56921386655,-259527.61974144238,-327432.8714581045,-394298.3349385453,-457766.87858324434,-520612.01927251066
CLEARLAKE,0,10077.757205692935,43088.751131995465,78058.90082160116,108718.79322115908,137924.70776781347,160839.9789012773,177937.66304982692,189748.43052185938
CLEARLAKE OAKS,0,-3013.4687229765623,-12884.361653984364,-23340.910513941046,-32508.02503220611,-41240.82023698062,-48092.59908787261,-53204.780074017115,-56736.10419607061
CLOVERDALE,0,-18002.7833852091,-42299.25282373009,-66782.02767538468,-89288.01935853783,-109699.26588115984,-128194.35933740021,-145073.3918078794,-160849.27839189107
CLOVIS,0,-17387.3263914329,-43597.48379683541,-70476.91600942751,-95558.76545509882,-120206.56939249532,-142766.4987470382,-165585.5688747787,-189708.342430586
COACHELLA,0,-11545.265353158,-25419.3076307358,-41954.81334892911,-59972.193901787745,-77111.15460948832,-91608.9376156932,-104012.60138828662,-115462.88726224843
COALINGA,0,-74980.2643594743,-168994.06294357032,-274071.10026126984,-384587.85260156647,-491405.0041326063,-588774.1678091644,-672293.0117465488,-756949.1398713528
COARSEGOLD,0,-6410.456528998795,-22216.677738177037,-38737.33810978191,-54854.62083074043,-72103.08265913784,-89207.06804330848,-106177.15328266157,-123917.96966898261
COBB,0,-1571.6739473891794,-6719.739332451893,-12173.103931146936,-16953.472262010502,-21507.708948052546,-25080.921638330212,-27746.836508339446,-29588.29553060286
COLFAX,0,-9860.012764508137,-19477.826589995966,-29984.750181361305,-41266.149906859675,-54219.0685180662,-67667.32232549615,-80044.29848404488,-91826.51675305286
COLTON,0,-4498.433503509732,-9904.210843915353,-16346.984218652593,-23367.0622083887,-30044.93788825092,-35693.72455561324,-40526.55953433341,-44987.92315581953
