Place,2010,2015,2020,2025,2030,2035,2040,2045,2050
COLUSA,0,-6536.8260500426695,-18966.61318799181,-29922.052979219487,-40213.79187017455,-49522.799716840294,-57614.69270472368,-63988.34928517937,-69352.4542059324
COMPTON,0,-24170.441711137537,-45799.090475857025,-65641.4940821724,-82854.60155511834,-97237.26449447381,-109767.96622761572,-119039.28384810523,-125057.25838087569
CONCORD,0,110680.22435473744,221938.69970819307,333193.3382292618,443488.90591026144,559530.0259295781,673795.148278492,782256.2936636312,889653.0148795005
COOL,0,-9098.501800587837,-25861.498302157182,-42855.60118209713,-55558.72232575284,-67023.20035538479,-73899.13678524335,-74484.45559130554,-70793.231637336
CORCORAN,0,-40481.01285222167,-94140.22075083165,-159879.64012813033,-231415.27765843685,-295844.2445060038,-354431.9735433076,-410357.76326177607,-465386.30371959624
CORONA,0,-42169.698467329144,-92845.33177119633,-153242.09925943706,-219051.35011168104,-281652.2276326134,-334606.0707863355,-379911.01360165374,-421733.6885640281
CORONA DEL MAR,0,-10600.037056375295,-17799.403689627303,-22663.8334273831,-27023.64622609876,-30840.843797874637,-33881.079798055114,-35557.96490852209,-36385.292305776384
CORONADO,0,6849.721593339753,13661.570704238722,19240.995775031042,24804.937732562597,29986.782190892205,34687.33046086953,39305.935212290555,43714.1357706096
CORTE MADERA,0,663.6681573408277,775.6684445779538,877.9440516149625,1094.85630560742,1459.7041418264998,1869.4681698777276,2203.0997681506124,2434.351555059853
COSTA MESA,0,26629.272989141755,44715.586008184124,56936.03694439819,67889.07978150202,77478.69907313352,85116.43321499974,89329.18619529251,91407.67443410354
COTATI,0,-3856.2028576270386,-9060.510792651272,-14304.719749213662,-19125.474354429025,-23497.55428970087,-27459.19344618742,-31074.671592493134,-34453.85500390624
COTTONWOOD,0,-2146.0710362032987,-5247.363494811987,-8127.377259664761,-10721.364452467882,-12727.337970870198,-13728.93740127742,-14245.750124313461,-14856.645755583595
COULTERVILLE,0,-1831.9222370877105,9744.182617785264,21667.660052002437,26690.74051862402,29275.829613882466,28612.52603704277,25918.99736687822,22819.319296993446
COURTLAND,0,-131206.9304154963,-321783.8371640879,-529200.5069739983,-748941.3398837904,-976040.3225043354,-1191371.6327872064,-1377701.4531820451,-1518123.1178261212
COVELO,0,-2632.16753861263,-9421.812348358784,-17390.116467486405,-23501.119995320696,-27894.66385332354,-30749.71143769238,-33369.231736659065,-37616.36860794611
COVINA,0,-6013.480024335673,-11394.50098942453,-16331.128621636424,-20613.442092975136,-24191.703274600906,-27309.210175416898,-29615.786198487505,-31112.95747395698
COYOTE,0,-45325.11907366384,-79923.5678224166,-118203.75147077677,-157530.98028368704,-197254.61173048426,-235301.99049382017,-269397.52886217006,-300051.5749589223
CRESCENT CITY,0,55.72376179380808,-76.80689332599286,-216.37819257605588,-325.6526390927029,-377.9739509704523,-375.57943368837005,-354.70302361424547,-359.4015370053821
CRESTLINE,0,93.78570904239314,227.7701410583686,396.8735831711965,577.746007833819,750.4695534445491,902.1224087523588,1033.6872923069313,1160.9955069930438
CRESTON,0,-23812.64934700518,-70434.03941619629,-118790.82278750863,-148258.56481288883,-198222.10426014801,-199332.71221491267,-210429.66822378794,-218430.96399034647
CROCKETT,0,216.1748613967793,433.5952708889963,651.1270966271695,867.3992038590368,1094.467601554672,1318.098317721975,1530.4115113301377,1740.6805554555322
CROWS LANDING,0,-157202.46918923958,-394793.3728714965,-649147.7847889783,-897557.876790817,-1125147.0338039028,-1349893.9528358423,-1576047.56264323,-1810777.3782527207
CULVER CITY,0,15261.351767349755,28917.82193773205,41446.44272884377,52314.95551197964,61396.268754757824,69308.24223848537,75162.2260474984,78962.0280748452
CUPERTINO,0,28183.265712500317,49696.89200770145,73500.0543319215,97955.47222134925,122656.52011410636,146315.3101023957,167516.8338216669,186578.431081702
CUTLER,0,79539.34893648184,184976.6477914658,314150.3221433643,454717.73926689976,581316.9790596134,696438.5853840358,806330.6878721032,914459.9167604295
CYPRESS,0,-31550.80409267207,-52979.70071562391,-67458.65376299608,-80435.84151558601,-91797.73693214846,-100847.01173684106,-105838.30749740696,-108300.89818142157
DALY CITY,0,-5169.303218729794,-8946.740584798623,-12647.094524827087,-16056.11234385334,-19898.09875543113,-24086.703581989743,-28367.527605882147,-31951.596880198456
DANA POINT,0,23141.669015532825,38859.21792848641,49479.15833193669,58997.64348802669,67331.30761828495,73968.72434190579,77629.72411780013,79435.98353856802
DANVILLE,0,-227066.84419642296,-455313.4143490612,-683545.3665399414,-909774.9228905032,-1147815.9583871372,-1382211.667785151,-1604699.1349050156,-1825000.8986123158
DARDANELLE,0,5128.650876329048,-1463.3041047587758,-7669.291458562104,-13316.023158612603,-18691.80936466265,-19952.5781357424,-19691.99453886447,-19576.30386294963
DAVIS,0,-2108.8082680322696,-4683.6494777712505,-7839.445543458918,-10622.911894826451,-15182.18030377524,-17324.19674163079,-19949.62047883845,-22127.86272649886
DEL MAR,0,24199.870452680625,48265.00890202122,67976.38935804449,87632.53258798015,105938.99807548139,122545.02232702973,138861.51373724896,154434.61529318884
DEL REY,0,-10602.329123238509,-26585.186734200863,-42976.15370434988,-58271.48655182106,-73301.65524290793,-87058.65048494539,-100973.78661754815,-115683.93949027057
DELANO,0,-28095.250960206613,-83982.5898080836,-141965.0344942758,-200770.9351075011,-261126.64607854187,-322317.3159303219,-384208.5361037558,-444304.1366573017
DELHI,0,-6267.165302530106,-15797.040065524925,-27619.623649885878,-39749.99300188024,-52779.48330069246,-65335.90389962704,-77585.8718182423,-89452.6148302643
DENAIR,0,-39515.253732705256,-99236.90910953993,-163172.31097761972,-225613.10778805078,-282820.66723238537,-339313.7866402935,-396160.4007241099,-455162.7398478102
DESCANSO,0,-93789.30456863869,-187053.77582169097,-263445.80537327693,-339622.22112191695,-410568.56015486486,-474924.5470443233,-538158.3346684702,-598510.9232603952
DESERT HOT SPRINGS,0,-19688.180214750348,-43347.64019414084,-71545.7033990738,-102270.83881393261,-131497.98339008912,-156221.11716174684,-177373.14554765297,-196899.37611669966
DIAMOND BAR,0,-43548.496804554015,-82517.36202908074,-118267.90798099549,-149281.14408908342,-175194.73414513073,-197771.59982899274,-214475.94730492705,-225318.66672894172
DIAMOND SPRINGS,0,-1284.7736001304002,-3651.844487993687,-6051.546587701683,-7845.376254560542,-9464.261107882281,-10435.204451916594,-10517.862388815032,-9996.634979974653
DILLON BEACH,0,-54942.79731841636,-64214.903744251846,-72681.93436775447,-90639.29645236419,-120843.75578274722,-154766.66472202662,-182386.8354369456,-201531.34106475976
DINUBA,0,-15014.971723944764,-37649.854141438555,-60862.69940166833,-82523.93661154038,-103809.62481814506,-123292.24825416505,-142998.8362980071,-163831.32619024423
DISCOVERY BAY,0,-853591.9320712399,-1663751.4142637304,-2456444.331305513,-3167031.6391122933,-3856215.25978629,-4575194.685487002,-5298650.5324202655,-5922973.92370372
DIXON,0,-18074.433234339987,-38673.56443608389,-60083.04606777552,-82605.07867535105,-106148.232836081,-126473.35442883993,-144899.53426825337,-163087.69180642755
DORRIS,0,-680.9214017131708,-2141.122671009114,-3154.580615016461,-3564.1302883145327,-3498.015460674709,-2548.905366211755,-1065.3329894053677,176.96165542890594
DOS PALOS,0,41469.27190701652,104536.28199459461,182775.4103502218,263060.18749284896,349287.6627408874,432384.55677949334,513455.5905981201,591990.9288160237
DOUGLAS CITY,0,410.3644529970479,-978.8483953949471,-1907.2934501457858,-2109.274225188492,-1819.974135197379,-1089.9741573041101,60.554797398690425,1177.4673865875957
DOWNEY,0,-13158.015272051794,-24932.30962194898,-35734.201339740306,-45104.727513516555,-52934.419468466425,-59755.93277574447,-64803.086271504406,-68079.17111992254
DUARTE,0,-26186.119633516064,-49618.4648427153,-71115.6042789151,-89764.15701823204,-105346.24275335006,-118921.92476904951,-128966.40667638485,-135486.23651512188
DUBLIN,0,319.89547729468904,623.8510794871254,921.5890801557107,1190.2061079961713,1449.4999123769812,1720.0771391470917,1992.4280840851134,2227.5953010547673
DUCOR,0,-10289.500785582495,-23928.61325010938,-40638.2812546786,-58821.201058208855,-75197.77403890461,-90089.61907285094,-104304.84399370018,-118292.0046156609
DUNLAP,0,183702.31312391371,460638.18412134517,744645.2437317856,1009674.5658161095,1270103.488171067,1508472.1209116085,1749582.299835435,2004468.0598897496
DUNSMUIR,0,-78.75066084110586,-247.62811465643608,-364.83891926833894,-412.20762365268456,-404.56136199025786,-294.79267920077837,-123.21081064188911,20.46647559470148
EARLIMART,0,-273.6514489311521,-636.392540793764,-1080.7963502386556,-1564.3880144494615,-1999.9336230880435,-2395.9920098346192,-2774.056594529233,-3146.0558783526067
EARP,0,0,0,0,0,0,0,0,0
ECHO LAKE,0,-2734.837433995679,-7773.448008780879,-12881.529671811932,-16699.741068867348,-20145.71230304088,-22212.46684980621,-22388.390260324828,-21278.878491704338
EDISON,0,6695.727719235467,20015.62033904076,33834.89052010357,47851.07471944293,62236.056024223275,76820.04828627239,91571.17004605918,105894.36313018278
EL CAJON,0,6890.739387030248,13746.633599341847,19361.46042903466,24962.58710736176,30178.411786932033,34910.182673092,39559.61992767081,43997.525562545285
EL CENTRO,0,-5622.383296242449,-16842.22806063271,-26839.092322530807,-35474.43796557374,-43805.25226074504,-51200.00183075818,-57932.21838147857,-64141.42448799382
EL CERRITO,0,9192.524120861548,18433.084358096938,27673.33575112035,36833.98238558089,46471.78957128886,55962.09419166169,64970.35218297946,73890.20751283062
EL DORADO,0,-14245.390878768783,-40491.06266832285,-67098.5584502703,-86987.99473703268,-104937.86999678388,-115703.4937178274,-116619.95890915047,-110840.66274378626
EL DORADO HILLS,0,-663.2154825881007,-1885.1114979363047,-3123.854544779286,-4049.798364551796,-4885.469356266025,-5386.671154318843,-5429.334078815766,-5160.270405034069
EL MONTE,0,-7637.015994948568,-14470.90656737471,-20740.407557665603,-26179.126532758586,-30723.53886316833,-34682.79649874056,-37612.20117861801,-39513.664015866816
EL SEGUNDO,0,5840.826208469749,11067.428684315179,15862.381191721302,20021.969969738915,23497.568054192932,26525.636476300308,28766.070289115945,30220.32787117042
EL SOBRANTE,0,-2074.635785614577,-4160.080557593756,-6245.422705756588,-8312.629221063456,-10487.642643058847,-12629.358000247797,-14662.276440898568,-16675.233882487373
ELK,0,-1016.8584097599669,-3639.839649175876,-6718.171739214493,-9079.026079711199,-10776.357756404599,-11879.335048641457,-12891.326926999885,-14532.107601335636
ELK CREEK,0,-11815.352930470312,-30580.006810572355,-48796.93192900582,-65455.71539331295,-80480.10631932967,-93788.5440415477,-106042.40996227405,-118690.39232951961
ELK GROVE,0,-254661.5731828343,-624554.1684242287,-1027131.521016527,-1453625.3991509257,-1894403.332749878,-2312341.2476523803,-2673989.4583296855,-2946534.041927751
ELVERTA,0,-170414.47883616504,-417937.19187738374,-687332.2777710846,-972724.878219354,-1267680.8821899635,-1547352.8740934227,-1789356.411830194,-1971734.0017240401
EMERYVILLE,0,2778.637182370643,5415.95905726694,7996.488767868257,10310.075052609085,12553.727623295737,14894.395716415253,17249.654767117696,19282.208499237313
EMIGRANT GAP,0,3302.1279769963876,-30629.417693457537,-69846.40751483053,-99324.74700754642,-122204.84037220787,-140191.13152917876,-157344.45467061608,-177714.11780885656
EMPIRE,0,9049.405897766686,22727.347560563532,37370.323568896914,51671.94990779538,64774.14502298314,77712.72565785711,90732.48468704592,104246.00902595915
ENCINITAS,0,17999.55358437868,35899.10793749825,50560.310301428544,65180.55052949209,78796.85784368194,91148.40689219849,103284.61169773655,114867.9013168473
ENCINO,0,56808.79868931149,107643.49908225425,154279.91617602366,194736.55410841596,228540.71218841593,257992.12937046145,279782.8770855684,293927.15885229106
ESCALON,0,-16227.68680776778,-35455.49655696383,-60465.359387437755,-91934.84958532089,-124711.2662310887,-156300.74939169554,-186228.22778474336,-215885.71276161476
ESCONDIDO,0,-250332.4552036384,-499253.6296193595,-703144.7311963905,-906454.3150487393,-1095807.2766400175,-1267569.5700051426,-1436336.285167635,-1597412.3840985373
ESPARTO,0,-31422.741681644955,-69811.42191616405,-116790.31007681703,-158176.45100205927,-226030.4641771072,-257884.49044394158,-296951.4183004461,-329357.14080018195
EUREKA,0,67.60194031253923,182.49397168820724,285.5343341921689,279.23332870041486,228.4501471312251,138.09548438945785,37.241398909827694,-27.48831754468847
EXETER,0,-97815.32084685424,-227472.10996685206,-386318.4831313354,-559168.9729596064,-714848.7466403538,-856414.3131851436,-991547.5310012775,-1124512.6758871432
FAIR OAKS,0,-457.2304037278518,-1121.0548948597861,-1843.61726942542,-2608.1302614898887,-3398.9727833452635,-4148.818158241222,-4797.527414236218,-5286.317972798832
FAIRFAX,0,654.2313738847151,764.6407268465555,865.464127197658,1079.3001673279796,1438.9652351950645,1842.908847739338,2171.8021264289855,2399.7704184604227
FAIRFIELD,0,-122479.04395285016,-262065.71805878915,-407142.88447847357,-559755.307881918,-719289.6883441729,-857017.5680021001,-981877.5020120908,-1105124.323086528
FALLBROOK,0,-195912.4296703844,-390724.27699580416,-550293.7080609011,-709410.670889616,-857603.5897463288,-992030.0246708624,-1124112.2926700858,-1250175.978875138
FARMERSVILLE,0,-72.4202976046654,-168.41589980048593,-286.0228864787641,-413.99883657641476,-529.2613949975494,-634.0740515521902,-734.1244422661839,-832.5696512425493
FARMINGTON,0,-49663.06243022582,-124721.01114594223,-205074.8007847345,-283549.5723151814,-355447.781863007,-426448.07805896195,-497892.50729023834,-572046.2160421168
FELLOWS,0,-78162.56254965672,-233646.81321824918,-394960.0130435832,-558566.5753751659,-726482.7364389207,-896721.8795595807,-1068910.6311808845,-1236103.8968868582
FELTON,0,-3993.8505346589227,-7263.573190147101,-10785.017705939434,-12731.188885446405,-15966.358363597406,-15920.857297257797,-16631.795024046354,-17558.742926246516
FERNDALE,0,-3627.1857563001104,-9790.016971382429,-15315.131825599266,-14970.707178559242,-12247.621277117432,-7403.212899771606,-1996.3534552622586,1473.4340581757133
FILLMORE,0,5750.345564880932,11708.841866039264,17823.65732935007,23475.24036839395,28639.021177888208,32390.766706800787,35105.01726515818,37330.0498177167
FINLEY,0,-1521.9411741805961,-6507.150169889646,-11788.067056289467,-16417.511565638793,-20827.800297140348,-24288.098639920267,-26869.814028578403,-28653.14357349428
FIREBAUGH,0,-1669.904865771823,-4187.338347880475,-6769.050946483403,-9178.258532091306,-11545.63916345498,-13712.484956537752,-15904.25417588836,-18221.248103304824
FISH CAMP,0,1151.2658480977916,-6123.647482373777,-13616.739253205102,-16773.059034900496,-18397.55535397605,-17980.680393493378,-16287.957906609914,-14340.01701065313
FOLSOM,0,-43405.78029972967,-106450.90790775791,-175067.206781178,-247755.9550318215,-322882.11014016485,-394115.34298831504,-455753.9921975483,-502205.62753105
FONTANA,0,-6153.81958033517,-14945.294101707637,-26041.126153371297,-37909.14174295915,-49242.495217384305,-59193.28144398471,-67825.97409228748,-76179.35957692191
FOOTHILL RANCH,0,64665.24337119481,108585.08808080107,138260.5908937212,164858.2271276255,188145.13909661095,206692.19402579824,216922.18381946813,221969.4372122197
FOREST KNOLLS,0,-3013.2590252238733,-3521.7693751945917,-3986.1250838962587,-4970.945566390481,-6627.450069238286,-8487.884416090368,-10002.655492557024,-11052.593758743911
FOREST RANCH,0,-12579.541211814765,-32839.92814724207,-53420.39336364536,-67903.86638732089,-86480.61215372798,-93777.67826447709,-102139.43732591635,-110069.66556684727
FORESTHILL,0,-174627.9996027154,-344969.0530263155,-531056.1176936346,-730867.5254589943,-960277.6242107719,-1198460.7804435163,-1417671.64142925,-1626349.2332904558
FORESTVILLE,0,-4437.915423851489,-10427.274678007583,-16462.52524699073,-22010.307277149754,-27041.835907829285,-31601.007879111276,-35761.79929967021,-39650.64822540665
FORT BRAGG,0,-1318.8820005421876,-4720.9165347353555,-8713.524263426312,-11775.478839950927,-13976.905964534497,-15407.451736878254,-16719.98062944907,-18848.041225411405
FORT IRWIN,0,-66659.48303132465,-161890.71458850164,-282083.25716350414,-410640.61262711463,-533406.1467097842,-641195.4039101768,-734706.8384195359,-825192.7783444689
FORT JONES,0,-666.384424230142,-2095.411482579424,-3087.2323734355305,-3488.0367671792483,-3423.3333504450566,-2494.4864915013313,-1042.5881589081691,173.183516146717
FORTUNA,0,-175.7407364177343,-474.33637058379827,-742.0344077265763,-725.3480608809041,-593.4114923318266,-358.69434530244325,-96.7256947211863,71.38965035468573
FOUNTAIN VALLEY,0,-13012.103435844998,-21849.729082009406,-27821.0870109261,-33173.04412844905,-37858.87114309752,-41590.93502800772,-43649.41558987426,-44665.01675103884
FOWLER,0,-4863.705782541481,-12195.710575089644,-19714.93141632437,-26731.5729768608,-33626.54138133503,-39937.45222151192,-46320.91649708993,-53069.089674809016
FRAZIER PARK,0,-44155.38948308406,-131991.7507785628,-223121.04575787406,-315546.4888039228,-410406.0071345642,-506577.83740337886,-603851.1877529502,-698302.5081246861
FREEDOM,0,-324.2821015570662,-589.7328053216916,-875.5898760325217,-1033.4368918875698,-1296.0321087418706,-1292.3185186039773,-1349.9947758324852,-1425.2018268536776
FREMONT,0,119182.03996187542,232304.97726754937,342994.1426287852,442244.41626045294,538486.4574651271,638890.4886858352,739920.9953006515,827109.7253162162
FRENCH CAMP,0,-6774.388309081638,-14801.300870156861,-25241.99276832561,-38379.43648342954,-52062.39179281828,-65249.84736759472,-77743.50307617303,-90124.45196216123
FRESNO,0,3783.5202380437404,9488.744697905146,15339.615167305805,20800.807524970733,26166.038031037897,31076.81079520192,36044.35146875214,41295.74310541339
FULLERTON,0,-27430.306453018216,-46060.58618207369,-58648.588218665915,-69930.90315704327,-79808.9296088235,-87676.36319824867,-92015.78305381606,-94156.74676336884
GALT,0,-353573.0258817895,-867132.5256756435,-1426071.7827516526,-2018214.547685993,-2630190.919399997,-3210456.153544304,-3712568.400051807,-4090968.9989928566
GARBERVILLE,0,-2301.6883076322556,-6212.421681877764,-9718.493690875475,-9499.974386416812,-7771.986130010133,-4697.866871777951,-1266.8295932467736,935.000325061701
GARDEN GROVE,0,-31168.86100375629,-52338.349281434435,-66642.0266006533,-79462.12282861513,-90686.47670651414,-99626.20556279132,-104557.08002899983,-106989.86078308849
GARDEN VALLEY,0,-15928.51341452141,-45275.46546416877,-75026.94112191943,-97267.45849707871,-117338.4999695256,-129376.33052870157,-130401.20595357932,-123939.07094886858
GARDENA,0,9729.379837499466,18435.636391428066,26422.86569610238,33351.78324344312,39141.29603096354,44185.33326356718,47917.36891160114,50339.825292590074
GAZELLE,0,-313.59627011753037,-986.0827525529021,-1452.8187609370507,-1641.4142658929632,-1610.9644212655548,-1173.8629506185243,-490.62339062825777,81.49692961384426
GERBER,0,-468.3804789806745,-1145.2416491672047,-1773.812210616874,-2339.9710027216934,-2777.78254717878,-2996.387153077041,-3109.1868634544517,-3242.520743151923
GEYSERVILLE,0,1934.8304090647725,4546.462923724379,7178.584229669039,9600.444729305047,11795.488107980986,13784.601791165245,15600.043289988942,17296.964634195203
GILROY,0,-407538.62967130635,-718628.7208828304,-1062822.7608597798,-1416430.2222451358,-1773602.655157959,-2115703.1081855893,-2422270.780491319,-2697894.4391237022
GLEN ELLEN,0,-414.3051657999313,-973.3637145726971,-1536.6086548276216,-2053.8852350974485,-2523.3207744812244,-2948.657636815653,-3336.8007814707235,-3699.5482616137015
GLENCOE,0,-1010.1757276552962,-12404.079064122634,-21635.38637616385,-28780.185402728006,-34770.75675164025,-38410.33920916627,-39627.610830207894,-40739.7374259643
GLENDALE,0,22056.302400225773,41793.21928549139,59900.11349139456,75607.86635785457,88732.58489302825,100167.32505315589,108627.78724503377,114119.45851920266
GLENDORA,0,-20773.948113799328,-39363.23901304137,-56417.30150620174,-71211.44991513062,-83572.98205070198,-94342.79777190601,-102311.23885235866,-107483.51103610964
GLENN,0,-788.4337483222553,-2040.5883959451676,-3256.1897732204307,-4367.803593183649,-5370.366657260907,-6258.424490679288,-7076.109608548446,-7920.0928130879765
GLENNVILLE,0,-90417.25742451598,-270279.08582785964,-456883.75586212514,-646141.3760586061,-840384.2545366276,-1037314.3239044052,-1236499.6766663596,-1429906.3279630495
GOLETA,0,-29875.011249559233,-64695.334295395645,-100534.14922667015,-129666.16140943638,-172750.57702865405,-186355.9753663335,-205114.13427587203,-221890.2200427748
GRANADA HILLS,0,-11054.65473337844,-20946.780280077015,-30021.945889984956,-37894.552157211816,-44472.635605940246,-50203.70181395975,-54444.04634656513,-57196.4347307242
GRAND TERRACE,0,-644.9298886074102,-1566.2902911567944,-2729.150986227847,-3972.9382528329734,-5160.691726122983,-6203.549974450027,-7108.270031072141,-7983.718291313213
GRANITE BAY,0,-1960.6782331976865,-3873.1731521960755,-5962.475361262477,-8205.717482849519,-10781.386829768424,-13455.551698590338,-15916.684570424695,-18259.546202724567
GRASS VALLEY,0,-2898.586094929371,26886.832126782276,61313.089301167056,87194.25256351777,107280.42248102766,123070.74438443047,138130.3321675409,156013.73241981876
GRATON,0,676.7889502153266,1590.2308757056162,2510.736667513833,3357.210358267039,4124.717923381657,4820.191331924958,5454.912816233817,6048.168165863608
GREENBRAE,0,23270.279245444573,27197.263868896058,30783.244129279512,38388.38687007688,51180.79317725834,65548.04104406794,77245.87413469283,85354.00600311905
GREENFIELD,0,-23392.172562950116,-52407.88267441583,-80861.09935856488,-105692.90776301263,-127093.83049894474,-146278.03297805734,-164923.49460416345,-181379.93596026133
GRIDLEY,0,-5112.470979091682,-13346.58367576875,-21710.773711054295,-27597.243481155136,-35147.15136011725,-38112.821626391466,-41511.22300864832,-44734.248967308784
GROVER BEACH,0,350.67917825691984,1037.2686121940933,1749.4343093489297,2183.4855696542363,2919.334502883168,2935.7022203373053,3099.151923484882,3217.0109169984935
GUERNEVILLE,0,4401.943960216915,10342.848284260719,16329.380207827839,21832.904169441957,26823.967252809525,31346.503951881925,35473.89202425239,39331.550961836125
HACIENDA HEIGHTS,0,-13004.40682580776,-24641.24810600758,-35317.03838033788,-44578.176560726715,-52316.46518418996,-59058.344685140066,-64046.57877819857,-67284.41969693045
HALF MOON BAY,0,-325955.8356594499,-564149.6526852498,-797485.8949164457,-1012467.8694905456,-1254739.1499436675,-1518868.5297202114,-1788814.1556170124,-2014824.5179232683
HANFORD,0,5068.800914066378,79030.63352954946,156273.83034882834,229435.02309733885,305206.27100641164,384237.6856923634,455097.7468443888,517310.8301033743
HARBOR CITY,0,825.5840679144021,1564.3530344624305,2242.1087646010565,2830.065501871286,3321.3348236890743,3749.3469098944915,4066.0297445639735,4271.58832171734
HAWAIIAN GARDENS,0,-477.34508576289227,-904.4920747348515,-1296.3622653823259,-1636.3063517620467,-1920.3514529876265,-2167.8219350728905,-2350.9224474415387,-2469.772266660162
HAWTHORNE,0,12197.570913171163,23112.44768051384,33125.8954564305,41812.510397996055,49070.712288424606,55394.324280125555,60073.09684185311,63110.073201026535
HAYWARD,0,-178165.72346743476,-347266.3240372273,-512721.5154189924,-661040.7173145995,-804891.2730434132,-954961.0543451221,-1105965.2615687205,-1236278.0471998183
HEALDSBURG,0,-327.01724333612947,-768.3593310331926,-1213.0870344400464,-1621.9134810328542,-1992.6841545410862,-2328.6482814341725,-2635.256995520642,-2921.8273869753175
HEMET,0,5609.65093062236,12350.888397603761,20385.29129161965,29139.933644750156,37467.60923123732,44511.96807728661,50538.85716978181,56102.522310775705
HERCULES,0,-118221.83861709444,-237058.18527681846,-355887.2143561562,-473675.2134145731,-597611.7827895755,-719650.4980834769,-835489.2596107691,-950190.125488016
HERMOSA BEACH,0,8838.44311145274,16747.42980910407,24003.236437611165,30297.594909722102,35556.9304195703,40139.05611746514,43529.31862170063,45729.92541055812
HESPERIA,0,-12576.589576509781,-30543.770236295182,-53220.3776872179,-77475.1115427562,-100637.14608749258,-120973.62109063333,-138616.3036498807,-155688.16550218314
HIGHLAND,0,-4525.301398965064,-10990.242130096536,-19149.72614185163,-27877.050303734606,-36211.200295576826,-43528.65905616386,-49876.83887825138,-56019.626291257795
HOLLISTER,0,34910.85642624588,78692.1718247534,127625.4083127547,179101.16403098695,228847.5100653749,274195.5576961187,313096.3784845155,352528.16536435625
HOLTVILLE,0,481.13530194037594,1441.2746635038784,2296.757495946964,3035.732040877745,3748.643346529978,4381.450838675548,4957.562659380317,5488.917977618781
HOMELAND,0,-4078.7686564070464,-8980.258859413603,-14822.004056508755,-21187.272362247706,-27242.208847497765,-32364.057020203007,-36746.08423079729,-40791.29733608836
HOMEWOOD,0,-9920.710053512797,-19597.90876900089,-30169.637124696033,-41521.150955167584,-54554.11779196088,-68085.49062544334,-80539.04742399039,-92394.20766822404
HOOPA,0,-925.5550196979384,-2498.1409633579315,-3908.006201123033,-3820.1413011924888,-3125.2809534370535,-1889.112525426659,-509.4193441579555,375.98377427306696
HORNBROOK,0,-995.7554763723456,-3131.1049974926573,-4613.15512453705,-5212.07788380378,-5115.394362993364,-3727.444632101251,-1557.9122978728556,258.7837135008449
HORNITOS,0,553.3045441321301,-2943.051853975092,-6544.2518944036565,-8061.149499648396,-8841.880602271587,-8641.525605456147,-7827.996012229982,-6891.809851228216
HUGHSON,0,-2087.4836099295935,-5242.483248695324,-8620.086347294593,-11918.792114082331,-14940.979371917696,-17925.424685968494,-20928.558296931573,-24045.57815955761
HUNTINGTON BEACH,0,-37441.76578358561,-62871.65708028525,-80053.98471917864,-95454.02236033697,-108937.29065912869,-119676.14633270074,-125599.3386081336,-128521.68989173416
HUNTINGTON PARK,0,-3748.5361652735155,-7102.8718138866825,-10180.182942202082,-12849.72299599077,-15080.295978036593,-17023.652708141715,-18461.51934478688,-19394.832748063258
IMPERIAL BEACH,0,15735.18637570896,31383.53440855525,44200.6938400325,56982.37903350184,68886.26379865292,79684.5207554787,90294.54200898512,100421.22917995177
INDIAN WELLS,0,12500.674771847553,27522.843388594803,45426.720661078114,64935.11145042116,83492.38411577558,99189.91227482352,112620.02688431693,125017.86862492142
INDIO,0,-879206.9939066428,-1935757.9898269111,-3194987.5425327523,-4567068.098232809,-5872253.082314106,-6976304.268870896,-7920882.137910126,-8792857.436843095
INGLEWOOD,0,6319.491335305851,11974.439058854245,17162.35898194881,21662.881967376685,25423.326818679692,28699.565322348382,31123.62424295256,32697.07625050214
INYOKERN,0,-29371.9824767595,-87799.3337331886,-148417.03036410265,-209895.91891445153,-272994.7815671856,-336966.55632368336,-401670.798332243,-464497.8260939689
IONE,0,10005.945131579821,-4747.014598038513,-17910.64851999338,-25632.94830013436,-32574.56235771568,-35762.674081754725,-35143.769218981004,-31390.395726382878
IRVINE,0,157341.45175327454,264206.03464802075,336411.6535195671,401128.637859988,457789.75004393794,502917.97523456626,527809.390005758,540090.3122176081
IVANHOE,0,-5357.749224466272,-12459.623006981186,-21160.334730654577,-30628.147952727333,-39155.4151067147,-46909.58544311795,-54311.43573472981,-61594.53241389827
JACKSON,0,-13118.288198297058,6223.623561783956,23482.13623032486,33607.32983462559,42708.54318499408,46888.58298808616,46077.28640083986,41156.341287125775
JACUMBA,0,-492525.2673904672,-982315.0707850475,-1383492.8982294104,-1783550.351729377,-2156136.759702616,-2494115.374463176,-2826201.508825894,-3143158.151939067
JAMESTOWN,0,-6995.558210363612,1995.9823326279875,10461.165859476605,18163.79011576285,25496.69181862939,27216.49853381305,26861.115683571843,26703.373611550953
JAMUL,0,-27182.23898330354,-54210.74534053577,-76349.87110852709,-98425.57098164734,-118985.9349984831,-137636.20535900712,-155961.18705953142,-173451.0666683282
JANESVILLE,0,-182.68210070092755,-1548.2663480454503,-2808.8635581964627,-3647.1626486930763,-4212.411790017766,-4616.666274186689,-5098.589732695313,-5550.831382780772
JOSHUA TREE,0,-25205.234788056114,-61213.98649881227,-106661.08867327607,-155271.049634672,-201691.0378223415,-242448.2087173703,-277806.6547097912,-312021.10076811514
